Subbasin,Year,BMP_0,BMP_1,BMP_2,BMP_3,BMP_4,BMP_5,BMP_6,BMP_7,BMP_8,BMP_9,BMP_10,BMP_11,BMP_12,BMP_13,BMP_14,BMP_15,BMP_16,BMP_17,BMP_18,BMP_19,BMP_20,BMP_21,BMP_22,BMP_23,BMP_24,BMP_25,BMP_26,BMP_27,BMP_28,BMP_29,BMP_30,BMP_31,BMP_32,BMP_33,BMP_34,BMP_35,BMP_36,BMP_37,BMP_38,BMP_39,BMP_40,BMP_41,BMP_42,BMP_43,BMP_44,BMP_45,BMP_46,BMP_47,BMP_48,BMP_49,BMP_50,BMP_51,BMP_52,BMP_53,BMP_54,BMP_55,BMP56,BMP57,BMP58,BMP59,BMP60,BMP61
11,2003,2536.259022,2480.875186,2480.875186,2480.875186,2480.865186,2480.865186,2480.865186,2480.91121,2480.91121,2480.91121,2480.835186,2480.835186,2480.835186,2480.835186,2480.835186,2480.835186,2480.873554,2480.873554,2480.873554,2480.875186,2480.875186,2480.875186,2480.865186,2480.865186,2480.865186,2480.910542,2480.910542,2480.910542,2480.838198,2480.838198,2480.838198,2480.835186,2480.835186,2480.835186,2480.873554,2480.873554,2480.873554,2480.875186,2480.875186,2480.875186,2480.865186,2480.865186,2480.865186,2480.910542,2480.910542,2480.910542,2480.838198,2480.838198,2480.838198,2480.835186,2480.835186,2480.835186,2480.873554,2480.873554,2480.873554,,2536.259022,2536.259022,2536.259022,2536.259022,2536.259022,2536.259022
12,2003,2523.854652,2468.766214,2468.766214,2468.766214,2468.923699,2468.923699,2468.923699,2468.859036,2468.859036,2468.859036,2468.741125,2468.741125,2468.741125,2468.882425,2468.882425,2468.882425,2468.96789,2468.96789,2468.96789,2468.766214,2468.766214,2468.766214,2468.920598,2468.920598,2468.920598,2468.859036,2468.859036,2468.859036,2468.741125,2468.741125,2468.741125,2468.887805,2468.887805,2468.887805,2468.966944,2468.966944,2468.966944,2468.766214,2468.766214,2468.766214,2468.920598,2468.920598,2468.920598,2468.859036,2468.859036,2468.859036,2468.741125,2468.741125,2468.741125,2468.887805,2468.887805,2468.887805,2468.966944,2468.966944,2468.966944,,2523.854652,2523.854652,2523.854652,2523.854652,2523.854652,2523.854652
13,2003,2523.686215,2468.550629,2468.550629,2468.550629,2468.701048,2468.701048,2468.701048,2468.738292,2468.738292,2468.738292,2468.589751,2468.589751,2468.589751,2468.726551,2468.726551,2468.726551,2468.885557,2468.885557,2468.885557,2468.546982,2468.546982,2468.546982,2468.699033,2468.699033,2468.699033,2468.738292,2468.738292,2468.738292,2468.587541,2468.587541,2468.587541,2468.725386,2468.725386,2468.725386,2468.882183,2468.882183,2468.882183,2468.549192,2468.549192,2468.549192,2468.699033,2468.699033,2468.699033,2468.737127,2468.737127,2468.737127,2468.586793,2468.586793,2468.586793,2468.727669,2468.727669,2468.727669,2468.877867,2468.877867,2468.877867,,2523.686215,2523.686215,2523.686215,2523.686215,2523.686215,2523.686215
14,2003,2669.578663,2610.838908,2610.838908,2610.838908,2610.867741,2610.867741,2610.867741,2611.12092,2611.12092,2611.12092,2610.839799,2610.839799,2610.839799,2610.844738,2610.844738,2610.844738,2611.140992,2611.140992,2611.140992,2610.842084,2610.842084,2610.842084,2610.86869,2610.86869,2610.86869,2611.121869,2611.121869,2611.121869,2610.841722,2610.841722,2610.841722,2610.844669,2610.844669,2610.844669,2611.140571,2611.140571,2611.140571,2610.844647,2610.844647,2610.844647,2610.871254,2610.871254,2610.871254,2611.122468,2611.122468,2611.122468,2610.843167,2610.843167,2610.843167,2610.846881,2610.846881,2610.846881,2611.144346,2611.144346,2611.144346,,2669.578663,2669.578663,2669.578663,2669.578663,2669.578663,2669.578663
15,2003,2520.483414,2465.327085,2465.327085,2465.327085,2465.368975,2465.368975,2465.368975,2465.458679,2465.458679,2465.458679,2465.325516,2465.325516,2465.325516,2465.366997,2465.366997,2465.366997,2465.584092,2465.584092,2465.584092,2465.326725,2465.326725,2465.326725,2465.370452,2465.370452,2465.370452,2465.45832,2465.45832,2465.45832,2465.333474,2465.333474,2465.333474,2465.36516,2465.36516,2465.36516,2465.575774,2465.575774,2465.575774,2465.326725,2465.326725,2465.326725,2465.368411,2465.368411,2465.368411,2465.45832,2465.45832,2465.45832,2465.331792,2465.331792,2465.331792,2465.36516,2465.36516,2465.36516,2465.574092,2465.574092,2465.574092,,2520.524322,2520.483414,2520.483414,2520.524322,2520.524322,2520.483414
16,2003,2665.278342,2606.647018,2606.647018,2606.647018,2606.664749,2606.664749,2606.664749,2606.974219,2606.974219,2606.974219,2606.588788,2606.588788,2606.588788,2606.588636,2606.588636,2606.588636,2606.904044,2606.904044,2606.904044,2606.653597,2606.653597,2606.653597,2606.671328,2606.671328,2606.671328,2606.98121,2606.98121,2606.98121,2606.596925,2606.596925,2606.596925,2606.595214,2606.595214,2606.595214,2606.919323,2606.919323,2606.919323,2606.661886,2606.661886,2606.661886,2606.671328,2606.671328,2606.671328,2606.989087,2606.989087,2606.989087,2606.605214,2606.605214,2606.605214,2606.603504,2606.603504,2606.603504,2606.927201,2606.927201,2606.927201,,2665.278342,2665.278342,2665.278342,2665.278342,2665.278342,2665.278342
17,2003,2535.492369,2479.863484,2479.863484,2479.863484,2480.129298,2480.129298,2480.129298,2480.406229,2480.406229,2480.406229,2479.939983,2479.939983,2479.939983,2480.169075,2480.169075,2480.169075,2480.435724,2480.435724,2480.435724,2479.863484,2479.863484,2479.863484,2480.129298,2480.129298,2480.129298,2480.406229,2480.406229,2480.406229,2479.939417,2479.939417,2479.939417,2480.168188,2480.168188,2480.168188,2480.434214,2480.434214,2480.434214,2479.863484,2479.863484,2479.863484,2480.123575,2480.123575,2480.123575,2480.406229,2480.406229,2480.406229,2479.938621,2479.938621,2479.938621,2480.169075,2480.169075,2480.169075,2480.435724,2480.435724,2480.435724,,2535.492369,2535.492369,2535.492369,2535.492369,2535.492369,2535.492369
18,2003,2616.148766,2558.730062,2558.730062,2558.730062,2558.852169,2558.852169,2558.852169,2559.03125,2559.03125,2559.03125,2558.734157,2558.734157,2558.734157,2558.841358,2558.841358,2558.841358,2558.993006,2558.993006,2558.993006,2558.730062,2558.730062,2558.730062,2558.852169,2558.852169,2558.852169,2559.03125,2559.03125,2559.03125,2558.734157,2558.734157,2558.734157,2558.841358,2558.841358,2558.841358,2558.997306,2558.997306,2558.997306,2558.730062,2558.730062,2558.730062,2558.852169,2558.852169,2558.852169,2559.02695,2559.02695,2559.02695,2558.734157,2558.734157,2558.734157,2558.841358,2558.841358,2558.841358,2558.997306,2558.997306,2558.997306,,2616.148766,2616.148766,2616.148766,2616.148766,2616.148766,2616.148766
19,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
20,2003,2701.506257,2641.945128,2641.945128,2641.945128,2642.033064,2642.033064,2642.033064,2642.244229,2642.244229,2642.244229,2641.898716,2641.898716,2641.898716,2642.002312,2642.002312,2642.002312,2642.370111,2642.370111,2642.370111,2641.950403,2641.950403,2641.950403,2642.039862,2642.039862,2642.039862,2642.244229,2642.244229,2642.244229,2641.903991,2641.903991,2641.903991,2642.001004,2642.001004,2642.001004,2642.368028,2642.368028,2642.368028,2641.957761,2641.957761,2641.957761,2642.039862,2642.039862,2642.039862,2642.248945,2642.248945,2642.248945,2641.903431,2641.903431,2641.903431,2641.99967,2641.99967,2641.99967,2642.367468,2642.367468,2642.367468,,2701.506257,2701.506257,2701.506257,2701.506257,2701.506257,2701.506257
21,2003,2701.262573,2641.71163,2641.71163,2641.71163,2641.796117,2641.796117,2641.796117,2641.989926,2641.989926,2641.989926,2641.648364,2641.648364,2641.648364,2641.753432,2641.753432,2641.753432,2642.114911,2642.114911,2642.114911,2641.717739,2641.717739,2641.717739,2641.803998,2641.803998,2641.803998,2641.99746,2641.99746,2641.99746,2641.646591,2641.646591,2641.646591,2641.751313,2641.751313,2641.751313,2642.112792,2642.112792,2642.112792,2641.725619,2641.725619,2641.725619,2641.803651,2641.803651,2641.803651,2641.995687,2641.995687,2641.995687,2641.654125,2641.654125,2641.654125,2641.751313,2641.751313,2641.751313,2642.112152,2642.112152,2642.112152,,2701.262573,2701.262573,2701.262573,2701.262573,2701.262573,2701.262573
22,2003,2701.031644,2641.482692,2641.482692,2641.482692,2641.556069,2641.556069,2641.556069,2641.750459,2641.750459,2641.750459,2641.409145,2641.409145,2641.409145,2641.506407,2641.506407,2641.506407,2641.869952,2641.869952,2641.869952,2641.480901,2641.480901,2641.480901,2641.563805,2641.563805,2641.563805,2641.750459,2641.750459,2641.750459,2641.409145,2641.409145,2641.409145,2641.50509,2641.50509,2641.50509,2641.868161,2641.868161,2641.868161,2641.489111,2641.489111,2641.489111,2641.572015,2641.572015,2641.572015,2641.757352,2641.757352,2641.757352,2641.407354,2641.407354,2641.407354,2641.504617,2641.504617,2641.504617,2641.866371,2641.866371,2641.866371,,2701.031644,2701.031644,2701.031644,2701.031644,2701.031644,2701.031644
23,2003,2698.2069,2638.522564,2638.522564,2638.522564,2638.58725,2638.58725,2638.58725,2638.706715,2638.706715,2638.706715,2638.479043,2638.479043,2638.479043,2638.541493,2638.541493,2638.541493,2638.679536,2638.679536,2638.679536,2638.527343,2638.527343,2638.527343,2638.58725,2638.58725,2638.58725,2638.70485,2638.70485,2638.70485,2638.479043,2638.479043,2638.479043,2638.546272,2638.546272,2638.546272,2638.679536,2638.679536,2638.679536,2638.527343,2638.527343,2638.527343,2638.58725,2638.58725,2638.58725,2638.70485,2638.70485,2638.70485,2638.479043,2638.479043,2638.479043,2638.546272,2638.546272,2638.546272,2638.679536,2638.679536,2638.679536,,2698.2069,2698.2069,2698.2069,2698.2069,2698.2069,2698.2069
24,2003,2680.814246,2621.882248,2621.882248,2621.882248,2621.958652,2621.958652,2621.958652,2622.249588,2622.249588,2622.249588,2621.99693,2621.99693,2621.99693,2622.04167,2622.04167,2622.04167,2622.495329,2622.495329,2622.495329,2621.881583,2621.881583,2621.881583,2621.958652,2621.958652,2621.958652,2622.255857,2622.255857,2622.255857,2621.996266,2621.996266,2621.996266,2622.039469,2622.039469,2622.039469,2622.492262,2622.492262,2622.492262,2621.888517,2621.888517,2621.888517,2621.958652,2621.958652,2621.958652,2622.255857,2622.255857,2622.255857,2622.000797,2622.000797,2622.000797,2622.037067,2622.037067,2622.037067,2622.498531,2622.498531,2622.498531,,2680.814246,2680.814246,2680.814246,2680.814246,2680.814246,2680.814246
25,2003,2762.013115,2701.419121,2701.419121,2701.419121,2701.641656,2701.641656,2701.641656,2701.979119,2701.979119,2701.979119,2701.439537,2701.439537,2701.439537,2701.529687,2701.529687,2701.529687,2702.015236,2702.015236,2702.015236,2701.428464,2701.428464,2701.428464,2701.649291,2701.649291,2701.649291,2701.986754,2701.986754,2701.986754,2701.439537,2701.439537,2701.439537,2701.529264,2701.529264,2701.529264,2702.030084,2702.030084,2702.030084,2701.413194,2701.413194,2701.413194,2701.63189,2701.63189,2701.63189,2701.993966,2701.993966,2701.993966,2701.439537,2701.439537,2701.439537,2701.52903,2701.52903,2701.52903,2702.030084,2702.030084,2702.030084,,2762.013115,2762.013115,2762.013115,2762.013115,2762.013115,2762.013115
26,2003,2694.096656,2634.618983,2634.618983,2634.618983,2634.73971,2634.73971,2634.73971,2634.959656,2634.959656,2634.959656,2634.555296,2634.555296,2634.555296,2634.669204,2634.669204,2634.669204,2634.876411,2634.876411,2634.876411,2634.618983,2634.618983,2634.618983,2634.746833,2634.746833,2634.746833,2634.96678,2634.96678,2634.96678,2634.555296,2634.555296,2634.555296,2634.669204,2634.669204,2634.669204,2634.883534,2634.883534,2634.883534,2634.625463,2634.625463,2634.625463,2634.746833,2634.746833,2634.746833,2634.973903,2634.973903,2634.973903,2634.555296,2634.555296,2634.555296,2634.676327,2634.676327,2634.676327,2634.883534,2634.883534,2634.883534,,2694.096656,2694.096656,2694.096656,2694.096656,2694.096656,2694.096656
27,2003,2603.237203,2546.103648,2546.103648,2546.103648,2546.116139,2546.116139,2546.116139,2546.192861,2546.192861,2546.192861,2541.67154,2541.67154,2541.67154,2541.699115,2541.699115,2541.699115,2541.834524,2541.834524,2541.834524,2546.103648,2546.103648,2546.103648,2546.113588,2546.113588,2546.113588,2546.192861,2546.192861,2546.192861,2541.672425,2541.672425,2541.672425,2541.697376,2541.697376,2541.697376,2541.837724,2541.837724,2541.837724,2546.106199,2546.106199,2546.106199,2546.113588,2546.113588,2546.113588,2546.189425,2546.189425,2546.189425,2541.6708,2541.6708,2541.6708,2541.697376,2541.697376,2541.697376,2541.836985,2541.836985,2541.836985,,2603.237203,2603.237203,2603.237203,2603.237203,2603.237203,2603.237203
28,2003,2617.411974,2560.091277,2560.091277,2560.091277,2560.16475,2560.16475,2560.16475,2560.344333,2560.344333,2560.344333,2560.113916,2560.113916,2560.113916,2560.145167,2560.145167,2560.145167,2560.490444,2560.490444,2560.490444,2560.091277,2560.091277,2560.091277,2560.171277,2560.171277,2560.171277,2560.344333,2560.344333,2560.344333,2560.113916,2560.113916,2560.113916,2560.145167,2560.145167,2560.145167,2560.486971,2560.486971,2560.486971,2560.097805,2560.097805,2560.097805,2560.171277,2560.171277,2560.171277,2560.35086,2560.35086,2560.35086,2560.113916,2560.113916,2560.113916,2560.141694,2560.141694,2560.141694,2560.486971,2560.486971,2560.486971,,2617.411974,2617.411974,2617.411974,2617.411974,2617.411974,2617.411974
29,2003,3280.757676,3206.359819,3206.359819,3206.359819,3206.428435,3206.428435,3206.428435,3206.534621,3206.534621,3206.534621,3203.262734,3203.262734,3203.262734,3203.854364,3203.854364,3203.854364,3204.706798,3204.706798,3204.706798,3206.359167,3206.359167,3206.359167,3206.428435,3206.428435,3206.428435,3206.531283,3206.531283,3206.531283,3203.248875,3203.248875,3203.248875,3203.83951,3203.83951,3203.83951,3204.683888,3204.683888,3204.683888,3206.359167,3206.359167,3206.359167,3206.430209,3206.430209,3206.430209,3206.530418,3206.530418,3206.530418,3203.234981,3203.234981,3203.234981,3203.818645,3203.818645,3203.818645,3204.661158,3204.661158,3204.661158,,3280.757676,3280.757676,3280.757676,3280.757676,3280.757676,3280.757676
30,2003,3091.995675,3021.998237,3021.998237,3021.998237,3022.061949,3022.061949,3022.061949,3022.189877,3022.189877,3022.189877,3021.899249,3021.899249,3021.899249,3021.97171,3021.97171,3021.97171,3022.156573,3022.156573,3022.156573,3021.998237,3021.998237,3021.998237,3022.061949,3022.061949,3022.061949,3022.194323,3022.194323,3022.194323,3021.899249,3021.899249,3021.899249,3021.970199,3021.970199,3021.970199,3022.151459,3022.151459,3022.151459,3022.002683,3022.002683,3022.002683,3022.058784,3022.058784,3022.058784,3022.194323,3022.194323,3022.194323,3021.899249,3021.899249,3021.899249,3021.96976,3021.96976,3021.96976,3022.15102,3022.15102,3022.15102,,3091.995675,3091.995675,3091.995675,3091.995675,3091.995675,3091.995675
31,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
32,2003,3327.177216,3251.676473,3251.676473,3251.676473,3251.719175,3251.719175,3251.719175,3251.826283,3251.826283,3251.826283,3201.177739,3201.177739,3201.177739,3203.769795,3203.769795,3203.769795,3208.335355,3208.335355,3208.335355,3251.676473,3251.676473,3251.676473,3251.719175,3251.719175,3251.719175,3251.818432,3251.818432,3251.818432,3201.143334,3201.143334,3201.143334,3203.712687,3203.712687,3203.712687,3208.214586,3208.214586,3208.214586,3251.668622,3251.668622,3251.668622,3251.719175,3251.719175,3251.719175,3251.818432,3251.818432,3251.818432,3201.115483,3201.115483,3201.115483,3203.645579,3203.645579,3203.645579,3208.076816,3208.076816,3208.076816,,3327.177216,3327.177216,3327.177216,3327.177216,3327.177216,3327.177216
33,2003,3001.025204,2934.795249,2934.795249,2934.795249,2934.830272,2934.830272,2934.830272,2934.917784,2934.917784,2934.917784,2928.172645,2928.172645,2928.172645,2932.441575,2932.441575,2932.441575,2934.942715,2934.942715,2934.942715,2934.795249,2934.795249,2934.795249,2934.830272,2934.830272,2934.830272,2934.917784,2934.917784,2934.917784,2927.969839,2927.969839,2927.969839,2932.306371,2932.306371,2932.306371,2934.942715,2934.942715,2934.942715,2934.795249,2934.795249,2934.795249,2934.830272,2934.830272,2934.830272,2934.915295,2934.915295,2934.915295,2927.774544,2927.774544,2927.774544,2932.148633,2932.148633,2932.148633,2934.942715,2934.942715,2934.942715,,3001.025204,3001.025204,3001.025204,3001.025204,3001.025204,3001.025204
34,2003,3000.331827,2933.778073,2933.778073,2933.778073,2934.026826,2934.026826,2934.026826,2934.289369,2934.289369,2934.289369,2933.497915,2933.497915,2933.497915,2934.124182,2934.124182,2934.124182,2934.418288,2934.418288,2934.418288,2933.78624,2933.78624,2933.78624,2934.034994,2934.034994,2934.034994,2934.294861,2934.294861,2934.294861,2933.508621,2933.508621,2933.508621,2934.137702,2934.137702,2934.137702,2934.418288,2934.418288,2934.418288,2933.788917,2933.788917,2933.788917,2934.034994,2934.034994,2934.034994,2934.295705,2934.295705,2934.295705,2933.524818,2933.524818,2933.524818,2934.145731,2934.145731,2934.145731,2934.420965,2934.420965,2934.420965,,3000.331827,3000.331827,3000.331827,3000.331827,3000.331827,3000.331827
35,2003,3275.651812,3201.331113,3201.331113,3201.331113,3201.386457,3201.386457,3201.386457,3201.572363,3201.572363,3201.572363,3200.710315,3200.710315,3200.710315,3200.911575,3200.911575,3200.911575,3201.3463,3201.3463,3201.3463,3201.335749,3201.335749,3201.335749,3201.371969,3201.371969,3201.371969,3201.579607,3201.579607,3201.579607,3200.710315,3200.710315,3200.710315,3200.901575,3200.901575,3200.901575,3201.343544,3201.343544,3201.343544,3201.335749,3201.335749,3201.335749,3201.379213,3201.379213,3201.379213,3201.579607,3201.579607,3201.579607,3200.707559,3200.707559,3200.707559,3200.903308,3200.903308,3200.903308,3201.338032,3201.338032,3201.338032,,3275.651812,3275.651812,3275.651812,3275.651812,3275.651812,3275.651812
36,2003,3010.34,2943.43,2943.43,2943.43,2943.48,2943.48,2943.48,2943.62,2943.62,2943.62,2943.32,2943.32,2943.32,2943.39,2943.39,2943.39,2943.47,2943.47,2943.47,2943.44,2943.44,2943.44,2943.49,2943.49,2943.49,2943.62,2943.62,2943.62,2943.32,2943.32,2943.32,2943.39,2943.39,2943.39,2943.47,2943.47,2943.47,2943.45,2943.45,2943.45,2943.49,2943.49,2943.49,2943.62,2943.62,2943.62,2943.33,2943.33,2943.33,2943.39,2943.39,2943.39,2943.48,2943.48,2943.48,,3010.34,3010.34,3010.34,3010.34,3010.34,3010.34
37,2003,3279.950327,3205.752072,3205.752072,3205.752072,3205.872842,3205.872842,3205.872842,3205.988446,3205.988446,3205.988446,3201.864878,3201.864878,3201.864878,3202.461116,3202.461116,3202.461116,3203.42565,3203.42565,3203.42565,3205.752072,3205.752072,3205.752072,3205.866929,3205.866929,3205.866929,3205.988446,3205.988446,3205.988446,3201.847389,3201.847389,3201.847389,3202.450038,3202.450038,3202.450038,3203.397808,3203.397808,3203.397808,3205.752072,3205.752072,3205.752072,3205.866929,3205.866929,3205.866929,3205.988446,3205.988446,3205.988446,3201.829215,3201.829215,3201.829215,3202.430038,3202.430038,3202.430038,3203.36706,3203.36706,3203.36706,,3279.950327,3279.950327,3279.950327,3279.950327,3279.950327,3279.950327
38,2003,2603.209069,2546.071441,2546.071441,2546.071441,2546.081894,2546.081894,2546.081894,2546.154877,2546.154877,2546.154877,2541.79411,2541.79411,2541.79411,2541.815888,2541.815888,2541.815888,2541.952631,2541.952631,2541.952631,2546.064121,2546.064121,2546.064121,2546.080879,2546.080879,2546.080879,2546.154877,2546.154877,2546.154877,2541.79411,2541.79411,2541.79411,2541.819203,2541.819203,2541.819203,2541.955424,2541.955424,2541.955424,2546.067555,2546.067555,2546.067555,2546.076351,2546.076351,2546.076351,2546.154877,2546.154877,2546.154877,2541.79411,2541.79411,2541.79411,2541.819203,2541.819203,2541.819203,2541.955424,2541.955424,2541.955424,,2603.209069,2603.209069,2603.209069,2603.209069,2603.209069,2603.209069
