Subbasin,Year,Months,Area,BMP_0,BMP_1,BMP_2,BMP_3,BMP_4,BMP_5,BMP_6,BMP_7,BMP_8,BMP_9,BMP_10,BMP_11,BMP_12,BMP_13,BMP_14,BMP_15,BMP_16,BMP_17,BMP_18,BMP_19,BMP_20,BMP_21,BMP_22,BMP_23,BMP_24,BMP_25,BMP_26,BMP_27,BMP_28,BMP_29,BMP_30,BMP_31,BMP_32,BMP_33,BMP_34,BMP_35,BMP_36,BMP_37,BMP_38,BMP_39,BMP_40,BMP_41,BMP_42,BMP_43,BMP_44,BMP_45,BMP_46,BMP_47,BMP_48,BMP_49,BMP_50,BMP_51,BMP_52,BMP_53,BMP_54,BMP_55,BMP56,BMP57,BMP58,BMP59,BMP60,BMP61
12,2005,1,6229.751007,0.18,0.181,0.106,0.105,0.155,0.095,0.094,0.151,0.092,0.091,0.102,0.06,0.06,0.084,0.052,0.052,0.082,0.05,0.05,0.181,0.106,0.105,0.155,0.095,0.094,0.151,0.092,0.091,0.102,0.06,0.06,0.084,0.052,0.052,0.082,0.05,0.05,0.181,0.106,0.105,0.155,0.095,0.094,0.151,0.092,0.091,0.102,0.06,0.06,0.084,0.052,0.052,0.082,0.05,0.05,0.002,0.18,0.18,0.18,0.18,0.18,0.18
13,2005,1,9504.033747,0.182,0.184,0.106,0.105,0.16,0.096,0.095,0.158,0.094,0.094,0.107,0.064,0.063,0.09,0.056,0.055,0.089,0.055,0.055,0.184,0.106,0.105,0.16,0.096,0.095,0.158,0.094,0.094,0.107,0.064,0.063,0.09,0.056,0.055,0.089,0.055,0.055,0.183,0.106,0.105,0.16,0.096,0.095,0.158,0.094,0.094,0.107,0.064,0.063,0.09,0.056,0.055,0.089,0.055,0.055,0.004,0.182,0.182,0.182,0.182,0.182,0.182
14,2005,1,6459.722758,0.167,0.167,0.114,0.113,0.149,0.103,0.103,0.147,0.102,0.102,0.093,0.063,0.062,0.079,0.054,0.054,0.078,0.054,0.054,0.167,0.114,0.113,0.149,0.103,0.103,0.147,0.102,0.102,0.093,0.063,0.062,0.079,0.054,0.054,0.078,0.054,0.054,0.167,0.113,0.113,0.149,0.103,0.103,0.147,0.102,0.102,0.093,0.063,0.062,0.079,0.054,0.054,0.078,0.054,0.054,0.003,0.167,0.167,0.167,0.167,0.167,0.167
15,2005,1,6765.943223,0.109,0.11,0.065,0.064,0.094,0.057,0.057,0.091,0.055,0.055,0.06,0.033,0.033,0.049,0.029,0.028,0.048,0.028,0.027,0.11,0.065,0.064,0.094,0.057,0.057,0.091,0.055,0.055,0.06,0.033,0.033,0.049,0.029,0.028,0.048,0.028,0.027,0.11,0.065,0.064,0.094,0.057,0.057,0.091,0.055,0.055,0.06,0.033,0.033,0.049,0.029,0.028,0.048,0.028,0.027,0.001,0.109,0.109,0.109,0.109,0.109,0.109
16,2005,1,14016.4601,0.075,0.075,0.056,0.056,0.066,0.05,0.05,0.064,0.049,0.049,0.044,0.033,0.033,0.037,0.028,0.028,0.036,0.027,0.027,0.075,0.056,0.056,0.066,0.05,0.05,0.064,0.049,0.049,0.044,0.033,0.033,0.037,0.028,0.028,0.036,0.027,0.027,0.075,0.056,0.056,0.066,0.05,0.05,0.064,0.049,0.049,0.044,0.033,0.033,0.037,0.028,0.028,0.036,0.027,0.027,0.001,0.075,0.075,0.075,0.075,0.075,0.075
17,2005,1,12348.65779,0.159,0.16,0.08,0.079,0.143,0.074,0.073,0.142,0.073,0.073,0.094,0.049,0.049,0.081,0.044,0.044,0.081,0.044,0.044,0.16,0.08,0.079,0.143,0.074,0.073,0.142,0.073,0.073,0.094,0.049,0.049,0.081,0.044,0.044,0.081,0.044,0.044,0.16,0.08,0.079,0.143,0.074,0.073,0.142,0.073,0.073,0.094,0.049,0.049,0.081,0.044,0.044,0.081,0.044,0.044,0.004,0.159,0.159,0.159,0.159,0.159,0.159
18,2005,1,7060.228951,0.131,0.132,0.078,0.078,0.116,0.071,0.071,0.115,0.07,0.07,0.098,0.059,0.059,0.083,0.051,0.051,0.083,0.051,0.051,0.132,0.078,0.078,0.116,0.071,0.071,0.115,0.07,0.07,0.098,0.059,0.059,0.083,0.051,0.051,0.083,0.051,0.051,0.132,0.078,0.078,0.116,0.071,0.071,0.115,0.07,0.07,0.098,0.059,0.059,0.083,0.051,0.051,0.083,0.051,0.051,0.002,0.131,0.131,0.131,0.131,0.131,0.131
19,2005,1,538.7279179,0.063,0.063,0.029,0.027,0.056,0.027,0.026,0.055,0.027,0.026,0.062,0.028,0.026,0.054,0.026,0.025,0.054,0.026,0.025,0.063,0.029,0.027,0.056,0.027,0.026,0.055,0.027,0.026,0.062,0.028,0.026,0.054,0.026,0.025,0.054,0.026,0.025,0.063,0.029,0.027,0.055,0.027,0.026,0.055,0.027,0.026,0.062,0.028,0.026,0.054,0.026,0.025,0.054,0.026,0.025,0.01,0.063,0.063,0.063,0.063,0.063,0.063
20,2005,1,5128.848334,0.081,0.081,0.057,0.057,0.07,0.051,0.05,0.068,0.049,0.048,0.044,0.03,0.03,0.036,0.026,0.026,0.035,0.025,0.025,0.081,0.057,0.057,0.07,0.051,0.05,0.068,0.049,0.048,0.044,0.031,0.031,0.036,0.026,0.026,0.036,0.026,0.026,0.081,0.057,0.057,0.07,0.051,0.05,0.068,0.049,0.048,0.046,0.033,0.032,0.038,0.027,0.027,0.038,0.028,0.027,0.001,0.081,0.081,0.081,0.081,0.081,0.081
21,2005,1,11608.20591,0.079,0.079,0.057,0.057,0.069,0.051,0.05,0.067,0.049,0.049,0.043,0.03,0.03,0.036,0.026,0.026,0.036,0.026,0.026,0.079,0.057,0.057,0.069,0.051,0.05,0.067,0.049,0.049,0.044,0.031,0.031,0.036,0.026,0.026,0.036,0.026,0.026,0.079,0.057,0.057,0.069,0.051,0.05,0.067,0.049,0.049,0.045,0.032,0.032,0.037,0.027,0.027,0.038,0.028,0.028,0.001,0.079,0.079,0.079,0.079,0.079,0.079
22,2005,1,10527.44521,0.065,0.065,0.049,0.049,0.057,0.043,0.043,0.055,0.041,0.041,0.029,0.023,0.022,0.024,0.019,0.019,0.022,0.018,0.018,0.065,0.049,0.048,0.057,0.043,0.043,0.055,0.041,0.041,0.03,0.023,0.023,0.024,0.019,0.019,0.023,0.018,0.018,0.065,0.049,0.048,0.057,0.043,0.043,0.055,0.041,0.041,0.031,0.024,0.024,0.025,0.02,0.02,0.024,0.019,0.019,0.001,0.065,0.065,0.065,0.065,0.065,0.065
23,2005,1,5632.50742,0.15,0.151,0.091,0.091,0.131,0.078,0.078,0.129,0.077,0.077,0.101,0.063,0.063,0.085,0.054,0.054,0.084,0.054,0.054,0.151,0.091,0.09,0.131,0.078,0.078,0.129,0.077,0.077,0.101,0.063,0.063,0.085,0.054,0.054,0.084,0.054,0.054,0.15,0.091,0.09,0.131,0.078,0.078,0.129,0.077,0.077,0.101,0.063,0.063,0.085,0.054,0.054,0.084,0.054,0.054,0.002,0.15,0.15,0.15,0.15,0.15,0.15
24,2005,1,7478.485416,0.132,0.133,0.091,0.091,0.116,0.081,0.081,0.113,0.079,0.079,0.077,0.052,0.052,0.064,0.044,0.044,0.062,0.044,0.043,0.132,0.091,0.091,0.116,0.081,0.081,0.113,0.079,0.079,0.077,0.053,0.053,0.064,0.044,0.044,0.062,0.044,0.043,0.132,0.091,0.091,0.116,0.081,0.081,0.113,0.079,0.079,0.077,0.053,0.053,0.064,0.044,0.044,0.062,0.044,0.043,0.002,0.132,0.132,0.132,0.132,0.132,0.132
25,2005,1,6404.892316,0.094,0.093,0.052,0.052,0.083,0.048,0.047,0.08,0.046,0.046,0.066,0.036,0.036,0.057,0.032,0.032,0.056,0.031,0.031,0.093,0.052,0.052,0.082,0.047,0.047,0.08,0.046,0.046,0.066,0.036,0.036,0.057,0.032,0.032,0.055,0.031,0.031,0.093,0.052,0.052,0.082,0.047,0.047,0.08,0.046,0.046,0.066,0.036,0.036,0.057,0.032,0.032,0.055,0.031,0.031,0.003,0.094,0.094,0.094,0.094,0.094,0.094
26,2005,1,15291.53204,0.088,0.088,0.05,0.05,0.077,0.044,0.044,0.075,0.043,0.043,0.06,0.032,0.032,0.051,0.028,0.028,0.049,0.027,0.027,0.088,0.05,0.05,0.077,0.044,0.044,0.076,0.043,0.043,0.06,0.032,0.032,0.05,0.028,0.027,0.049,0.027,0.027,0.088,0.05,0.05,0.077,0.044,0.044,0.076,0.043,0.043,0.06,0.032,0.032,0.05,0.028,0.027,0.049,0.027,0.027,0.003,0.088,0.088,0.088,0.088,0.088,0.088
27,2005,1,9188.727004,0.099,0.099,0.047,0.046,0.086,0.043,0.042,0.083,0.041,0.041,0.073,0.032,0.031,0.059,0.027,0.027,0.056,0.026,0.025,0.099,0.047,0.046,0.086,0.043,0.042,0.083,0.041,0.041,0.072,0.032,0.031,0.059,0.027,0.027,0.056,0.026,0.025,0.099,0.047,0.046,0.086,0.043,0.042,0.083,0.041,0.041,0.072,0.031,0.031,0.059,0.027,0.027,0.056,0.026,0.025,0.002,0.099,0.099,0.099,0.099,0.099,0.099
28,2005,1,7252.765203,0.038,0.038,0.025,0.025,0.032,0.021,0.021,0.03,0.02,0.02,0.024,0.015,0.015,0.02,0.013,0.013,0.019,0.013,0.013,0.038,0.025,0.025,0.032,0.021,0.021,0.03,0.02,0.02,0.024,0.015,0.015,0.02,0.014,0.014,0.019,0.013,0.013,0.038,0.025,0.025,0.032,0.021,0.021,0.03,0.02,0.02,0.024,0.015,0.015,0.02,0.014,0.014,0.019,0.013,0.013,0.004,0.038,0.038,0.038,0.038,0.038,0.038
29,2005,1,6862.579029,0.127,0.128,0.081,0.08,0.112,0.073,0.072,0.11,0.071,0.071,0.056,0.033,0.033,0.047,0.029,0.029,0.046,0.028,0.028,0.127,0.081,0.08,0.112,0.073,0.072,0.11,0.071,0.071,0.056,0.033,0.033,0.047,0.029,0.029,0.046,0.028,0.028,0.127,0.081,0.08,0.112,0.073,0.072,0.11,0.071,0.071,0.056,0.033,0.033,0.047,0.029,0.029,0.046,0.028,0.028,0.001,0.127,0.127,0.127,0.127,0.127,0.127
30,2005,1,7913.705765,0.076,0.076,0.051,0.05,0.066,0.045,0.045,0.064,0.044,0.043,0.046,0.031,0.031,0.038,0.027,0.027,0.037,0.026,0.026,0.076,0.051,0.05,0.066,0.045,0.045,0.064,0.044,0.043,0.046,0.032,0.031,0.038,0.027,0.027,0.037,0.026,0.026,0.076,0.051,0.05,0.066,0.045,0.045,0.064,0.044,0.043,0.046,0.032,0.031,0.038,0.027,0.027,0.037,0.026,0.026,0.004,0.076,0.076,0.076,0.076,0.076,0.076
31,2005,1,1022.118244,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021
32,2005,1,3680.672096,0.088,0.089,0.053,0.051,0.077,0.048,0.046,0.075,0.047,0.045,0.069,0.042,0.04,0.06,0.039,0.037,0.059,0.038,0.037,0.089,0.053,0.051,0.077,0.048,0.046,0.075,0.047,0.045,0.069,0.042,0.04,0.06,0.038,0.037,0.059,0.038,0.037,0.089,0.053,0.051,0.077,0.048,0.046,0.075,0.047,0.045,0.069,0.042,0.04,0.06,0.038,0.037,0.059,0.038,0.037,0.012,0.088,0.088,0.088,0.088,0.088,0.088
33,2005,1,16171.59151,0.045,0.045,0.033,0.033,0.039,0.029,0.029,0.037,0.028,0.028,0.029,0.022,0.022,0.024,0.018,0.018,0.023,0.018,0.018,0.045,0.033,0.033,0.039,0.029,0.029,0.037,0.028,0.028,0.029,0.022,0.022,0.024,0.018,0.018,0.023,0.018,0.018,0.045,0.033,0.033,0.039,0.029,0.029,0.037,0.028,0.028,0.029,0.022,0.022,0.024,0.018,0.018,0.023,0.018,0.018,0.003,0.045,0.045,0.045,0.045,0.045,0.045
34,2005,1,12564.10839,0.042,0.042,0.033,0.033,0.037,0.029,0.029,0.036,0.028,0.028,0.03,0.025,0.025,0.025,0.02,0.02,0.024,0.02,0.02,0.042,0.033,0.033,0.037,0.029,0.029,0.035,0.028,0.028,0.03,0.025,0.025,0.025,0.02,0.02,0.024,0.02,0.02,0.042,0.033,0.033,0.036,0.029,0.029,0.035,0.028,0.028,0.03,0.025,0.025,0.025,0.02,0.02,0.024,0.02,0.02,0.001,0.042,0.042,0.042,0.042,0.042,0.042
35,2005,1,17982.72044,0.066,0.066,0.049,0.049,0.056,0.042,0.042,0.053,0.04,0.04,0.031,0.022,0.022,0.025,0.019,0.019,0.024,0.018,0.018,0.066,0.049,0.049,0.056,0.042,0.042,0.053,0.04,0.04,0.031,0.022,0.022,0.025,0.019,0.019,0.024,0.018,0.018,0.066,0.049,0.049,0.056,0.042,0.042,0.053,0.04,0.04,0.031,0.022,0.022,0.025,0.019,0.019,0.024,0.018,0.018,0,0.066,0.066,0.066,0.066,0.066,0.066
36,2005,1,14641.88385,0.056,0.057,0.044,0.044,0.048,0.037,0.037,0.045,0.035,0.035,0.032,0.025,0.025,0.026,0.021,0.021,0.024,0.02,0.02,0.057,0.044,0.044,0.048,0.037,0.037,0.045,0.035,0.035,0.032,0.025,0.025,0.026,0.021,0.021,0.024,0.02,0.02,0.057,0.044,0.044,0.048,0.037,0.037,0.045,0.035,0.035,0.032,0.025,0.025,0.026,0.02,0.02,0.024,0.02,0.02,0,0.056,0.056,0.056,0.056,0.056,0.056
37,2005,1,6227.688638,0.071,0.072,0.043,0.042,0.063,0.04,0.039,0.062,0.039,0.038,0.045,0.026,0.025,0.039,0.024,0.023,0.039,0.023,0.023,0.072,0.043,0.042,0.063,0.04,0.039,0.062,0.039,0.038,0.045,0.026,0.025,0.039,0.024,0.023,0.038,0.023,0.023,0.072,0.043,0.042,0.063,0.04,0.039,0.062,0.039,0.038,0.045,0.026,0.025,0.039,0.024,0.023,0.038,0.023,0.023,0.006,0.071,0.071,0.071,0.071,0.071,0.071
38,2005,1,5046.446297,0.093,0.094,0.05,0.048,0.081,0.045,0.044,0.079,0.044,0.042,0.07,0.037,0.036,0.057,0.031,0.03,0.055,0.031,0.03,0.094,0.05,0.048,0.081,0.045,0.044,0.079,0.044,0.042,0.07,0.037,0.036,0.057,0.031,0.03,0.055,0.031,0.03,0.094,0.05,0.048,0.081,0.045,0.044,0.079,0.044,0.042,0.07,0.037,0.036,0.057,0.031,0.03,0.055,0.031,0.03,0.003,0.093,0.093,0.093,0.093,0.093,0.093
39,2005,1,12235.42156,0.04,0.04,0.032,0.032,0.034,0.027,0.027,0.032,0.026,0.026,0.021,0.016,0.016,0.017,0.013,0.013,0.015,0.012,0.012,0.04,0.032,0.032,0.034,0.027,0.027,0.032,0.026,0.026,0.021,0.016,0.016,0.017,0.013,0.013,0.015,0.012,0.012,0.04,0.032,0.032,0.034,0.027,0.027,0.032,0.026,0.026,0.021,0.016,0.016,0.017,0.013,0.013,0.015,0.012,0.012,0,0.04,0.04,0.04,0.04,0.04,0.04
40,2005,1,4231.520694,0.125,0.126,0.073,0.071,0.11,0.065,0.064,0.107,0.064,0.063,0.106,0.059,0.058,0.088,0.051,0.05,0.087,0.05,0.049,0.126,0.073,0.071,0.11,0.065,0.064,0.107,0.064,0.063,0.106,0.059,0.058,0.088,0.051,0.05,0.087,0.05,0.049,0.126,0.073,0.071,0.11,0.065,0.064,0.107,0.064,0.063,0.106,0.059,0.058,0.088,0.051,0.05,0.087,0.05,0.049,0.003,0.125,0.125,0.125,0.125,0.125,0.125
41,2005,1,8730.921953,0.114,0.115,0.066,0.066,0.098,0.058,0.058,0.095,0.056,0.056,0.084,0.044,0.044,0.07,0.038,0.038,0.069,0.037,0.037,0.115,0.066,0.066,0.098,0.058,0.058,0.095,0.056,0.056,0.084,0.044,0.044,0.07,0.038,0.038,0.069,0.037,0.037,0.115,0.066,0.066,0.098,0.058,0.058,0.095,0.056,0.056,0.084,0.044,0.044,0.07,0.038,0.038,0.069,0.037,0.037,0.001,0.114,0.114,0.114,0.114,0.114,0.114
42,2005,1,9150.463174,0.138,0.139,0.087,0.087,0.122,0.079,0.079,0.12,0.078,0.077,0.064,0.037,0.037,0.054,0.033,0.033,0.053,0.032,0.032,0.138,0.087,0.087,0.122,0.079,0.079,0.12,0.078,0.077,0.064,0.037,0.037,0.054,0.033,0.033,0.053,0.032,0.032,0.138,0.087,0.087,0.122,0.079,0.079,0.12,0.078,0.077,0.064,0.037,0.037,0.054,0.033,0.033,0.053,0.032,0.032,0.001,0.138,0.138,0.138,0.138,0.138,0.138
43,2005,1,6982.856064,0.066,0.067,0.049,0.049,0.057,0.042,0.042,0.054,0.04,0.04,0.038,0.028,0.028,0.03,0.023,0.023,0.029,0.022,0.022,0.067,0.049,0.049,0.057,0.042,0.042,0.054,0.04,0.04,0.038,0.028,0.028,0.03,0.023,0.023,0.029,0.022,0.022,0.067,0.049,0.049,0.057,0.042,0.042,0.054,0.04,0.04,0.038,0.028,0.028,0.03,0.023,0.023,0.029,0.022,0.022,0.001,0.066,0.066,0.066,0.066,0.066,0.066
44,2005,1,6020.301584,0.081,0.082,0.057,0.057,0.071,0.05,0.05,0.069,0.049,0.048,0.058,0.04,0.04,0.048,0.034,0.033,0.046,0.033,0.033,0.081,0.057,0.057,0.071,0.05,0.05,0.069,0.048,0.048,0.058,0.04,0.04,0.048,0.034,0.033,0.046,0.033,0.033,0.081,0.057,0.056,0.071,0.05,0.05,0.069,0.048,0.048,0.058,0.04,0.04,0.048,0.034,0.033,0.046,0.033,0.033,0.001,0.081,0.081,0.081,0.081,0.081,0.081
45,2005,1,9546.980178,0.056,0.056,0.042,0.042,0.048,0.036,0.036,0.046,0.035,0.035,0.033,0.025,0.025,0.026,0.02,0.02,0.025,0.02,0.02,0.056,0.042,0.042,0.048,0.036,0.036,0.046,0.035,0.035,0.033,0.025,0.025,0.026,0.02,0.02,0.025,0.02,0.02,0.056,0.042,0.042,0.048,0.036,0.036,0.046,0.035,0.035,0.033,0.025,0.025,0.026,0.02,0.02,0.025,0.02,0.02,0,0.056,0.056,0.056,0.056,0.056,0.056
1,2005,2,8572.524772,0.064,0.064,0.042,0.042,0.055,0.037,0.037,0.054,0.036,0.036,0.049,0.032,0.031,0.04,0.027,0.026,0.04,0.026,0.026,0.064,0.042,0.042,0.055,0.037,0.037,0.054,0.036,0.036,0.049,0.032,0.031,0.04,0.027,0.026,0.04,0.026,0.026,0.064,0.042,0.042,0.055,0.037,0.037,0.054,0.036,0.036,0.049,0.032,0.031,0.04,0.027,0.026,0.04,0.026,0.026,0.001,0.064,0.064,0.064,0.064,0.064,0.064
2,2005,2,8158.536751,0.041,0.041,0.022,0.022,0.039,0.022,0.021,0.038,0.021,0.021,0.024,0.013,0.013,0.022,0.013,0.013,0.022,0.013,0.013,0.041,0.022,0.022,0.039,0.022,0.021,0.038,0.021,0.021,0.024,0.013,0.013,0.022,0.013,0.013,0.022,0.013,0.013,0.041,0.022,0.022,0.039,0.022,0.021,0.038,0.021,0.021,0.024,0.013,0.013,0.022,0.013,0.013,0.022,0.013,0.013,0.001,0.041,0.041,0.041,0.041,0.041,0.041
3,2005,2,15331.04682,0.042,0.042,0.025,0.025,0.04,0.025,0.024,0.039,0.024,0.024,0.025,0.014,0.014,0.023,0.014,0.014,0.022,0.014,0.014,0.042,0.025,0.025,0.04,0.025,0.024,0.039,0.024,0.024,0.025,0.014,0.014,0.023,0.014,0.014,0.022,0.014,0.014,0.042,0.025,0.025,0.04,0.025,0.024,0.039,0.024,0.024,0.025,0.014,0.014,0.023,0.014,0.014,0.022,0.014,0.014,0.001,0.042,0.042,0.042,0.042,0.042,0.042
4,2005,2,8968.593807,0.031,0.031,0.02,0.02,0.027,0.018,0.018,0.026,0.017,0.017,0.02,0.013,0.013,0.017,0.011,0.011,0.016,0.011,0.011,0.031,0.02,0.02,0.027,0.018,0.018,0.026,0.017,0.017,0.02,0.013,0.013,0.017,0.011,0.011,0.016,0.011,0.011,0.031,0.02,0.02,0.027,0.018,0.018,0.026,0.017,0.017,0.02,0.013,0.013,0.017,0.011,0.011,0.016,0.011,0.011,0,0.031,0.031,0.031,0.031,0.031,0.031
5,2005,2,11720.36025,0.029,0.027,0.019,0.019,0.025,0.018,0.019,0.024,0.017,0.018,0.017,0.012,0.012,0.015,0.011,0.011,0.015,0.011,0.01,0.027,0.019,0.019,0.025,0.019,0.017,0.024,0.017,0.017,0.017,0.012,0.012,0.015,0.011,0.01,0.015,0.01,0.01,0.027,0.02,0.019,0.025,0.018,0.017,0.024,0.018,0.017,0.017,0.012,0.012,0.015,0.011,0.01,0.015,0.01,0.01,0,0.027,0.027,0.027,0.027,0.027,0.027
6,2005,2,6085.883429,0.038,0.038,0.022,0.021,0.033,0.019,0.018,0.032,0.019,0.018,0.022,0.013,0.012,0.018,0.011,0.01,0.018,0.01,0.01,0.038,0.022,0.021,0.033,0.019,0.018,0.032,0.019,0.018,0.022,0.013,0.012,0.018,0.011,0.01,0.018,0.01,0.01,0.038,0.022,0.021,0.033,0.019,0.018,0.032,0.019,0.018,0.022,0.013,0.012,0.018,0.011,0.01,0.018,0.01,0.01,0,0.038,0.038,0.038,0.038,0.038,0.038
7,2005,2,1738.092101,0.019,0.019,0.013,0.013,0.017,0.011,0.011,0.017,0.011,0.011,0.013,0.009,0.009,0.011,0.008,0.008,0.011,0.007,0.007,0.019,0.013,0.013,0.017,0.011,0.011,0.016,0.011,0.011,0.013,0.009,0.009,0.011,0.008,0.008,0.011,0.007,0.007,0.019,0.013,0.013,0.017,0.011,0.011,0.016,0.011,0.011,0.013,0.009,0.009,0.011,0.008,0.008,0.011,0.007,0.007,0,0.019,0.019,0.019,0.019,0.019,0.019
8,2005,2,908.9749891,0.091,0.091,0.048,0.047,0.072,0.039,0.038,0.073,0.039,0.038,0.005,0.003,0.003,0.005,0.003,0.003,0.005,0.003,0.003,0.091,0.048,0.047,0.072,0.039,0.038,0.073,0.039,0.038,0.005,0.003,0.003,0.005,0.003,0.003,0.005,0.003,0.003,0.083,0.044,0.043,0.066,0.036,0.035,0.067,0.036,0.035,0.005,0.003,0.003,0.005,0.003,0.003,0.005,0.003,0.003,0.001,0.091,0.091,0.091,0.091,0.091,0.091
9,2005,2,6735.624618,0.024,0.024,0.015,0.015,0.022,0.014,0.014,0.021,0.014,0.013,0.015,0.009,0.009,0.012,0.008,0.008,0.012,0.008,0.008,0.024,0.015,0.015,0.022,0.014,0.014,0.021,0.014,0.013,0.014,0.009,0.009,0.012,0.008,0.008,0.012,0.008,0.008,0.024,0.015,0.015,0.022,0.014,0.014,0.021,0.014,0.013,0.014,0.009,0.009,0.012,0.008,0.008,0.012,0.008,0.008,0,0.024,0.024,0.024,0.024,0.024,0.024
10,2005,2,4302.512045,0.021,0.022,0.016,0.015,0.02,0.014,0.014,0.019,0.014,0.014,0.015,0.011,0.011,0.013,0.01,0.01,0.013,0.01,0.009,0.022,0.016,0.015,0.02,0.014,0.014,0.019,0.014,0.014,0.015,0.011,0.011,0.013,0.01,0.01,0.013,0.01,0.009,0.022,0.016,0.015,0.02,0.014,0.014,0.019,0.014,0.014,0.015,0.011,0.011,0.013,0.01,0.01,0.013,0.01,0.009,0,0.021,0.021,0.021,0.021,0.021,0.021
11,2005,2,5087.668444,0.023,0.023,0.015,0.014,0.021,0.013,0.013,0.02,0.013,0.013,0.013,0.008,0.008,0.011,0.007,0.007,0.011,0.007,0.007,0.023,0.015,0.014,0.021,0.013,0.013,0.02,0.013,0.013,0.013,0.008,0.008,0.011,0.007,0.007,0.011,0.007,0.007,0.023,0.015,0.014,0.02,0.013,0.013,0.02,0.013,0.013,0.013,0.008,0.008,0.011,0.007,0.007,0.011,0.007,0.007,0,0.023,0.023,0.023,0.023,0.023,0.023
12,2005,2,6229.751007,0.05,0.051,0.029,0.028,0.044,0.026,0.025,0.043,0.025,0.025,0.03,0.017,0.017,0.025,0.014,0.014,0.024,0.014,0.014,0.05,0.029,0.028,0.044,0.026,0.025,0.043,0.025,0.025,0.03,0.017,0.017,0.025,0.014,0.014,0.024,0.014,0.014,0.05,0.029,0.028,0.044,0.026,0.025,0.043,0.025,0.025,0.03,0.017,0.017,0.025,0.014,0.014,0.024,0.014,0.014,0.001,0.05,0.05,0.05,0.05,0.05,0.05
13,2005,2,9504.033747,0.053,0.053,0.031,0.03,0.047,0.027,0.026,0.046,0.027,0.026,0.033,0.019,0.019,0.028,0.016,0.016,0.027,0.016,0.016,0.053,0.031,0.03,0.047,0.027,0.026,0.046,0.027,0.026,0.033,0.019,0.019,0.028,0.016,0.016,0.027,0.016,0.016,0.053,0.031,0.03,0.047,0.027,0.026,0.046,0.027,0.026,0.033,0.019,0.019,0.028,0.016,0.016,0.027,0.016,0.016,0.001,0.053,0.053,0.053,0.053,0.053,0.053
14,2005,2,6459.722758,0.055,0.055,0.032,0.032,0.049,0.029,0.029,0.048,0.029,0.028,0.036,0.021,0.02,0.03,0.018,0.018,0.029,0.018,0.017,0.055,0.032,0.032,0.049,0.029,0.029,0.048,0.029,0.028,0.036,0.021,0.02,0.03,0.018,0.018,0.029,0.018,0.017,0.055,0.032,0.032,0.049,0.029,0.029,0.048,0.029,0.028,0.036,0.021,0.02,0.03,0.018,0.018,0.029,0.018,0.017,0.001,0.055,0.055,0.055,0.055,0.055,0.055
15,2005,2,6765.943223,0.028,0.028,0.017,0.017,0.023,0.014,0.014,0.022,0.013,0.013,0.017,0.01,0.01,0.013,0.008,0.008,0.013,0.008,0.008,0.028,0.017,0.017,0.023,0.014,0.014,0.022,0.013,0.013,0.017,0.01,0.01,0.013,0.008,0.008,0.013,0.008,0.008,0.028,0.017,0.017,0.023,0.014,0.014,0.022,0.013,0.013,0.017,0.01,0.01,0.013,0.008,0.008,0.013,0.008,0.008,0,0.028,0.028,0.028,0.028,0.028,0.028
16,2005,2,14016.4601,0.032,0.032,0.02,0.02,0.028,0.018,0.018,0.028,0.018,0.018,0.021,0.013,0.013,0.017,0.011,0.011,0.017,0.011,0.011,0.032,0.02,0.02,0.028,0.018,0.018,0.028,0.018,0.018,0.021,0.013,0.013,0.017,0.011,0.011,0.017,0.011,0.011,0.032,0.02,0.02,0.028,0.018,0.018,0.028,0.018,0.018,0.021,0.013,0.013,0.017,0.011,0.011,0.017,0.011,0.011,0,0.032,0.032,0.032,0.032,0.032,0.032
17,2005,2,12348.65779,0.049,0.049,0.027,0.027,0.047,0.026,0.026,0.046,0.026,0.025,0.033,0.018,0.018,0.032,0.018,0.018,0.031,0.017,0.017,0.049,0.027,0.027,0.047,0.026,0.026,0.046,0.026,0.025,0.033,0.018,0.018,0.032,0.018,0.018,0.031,0.017,0.017,0.049,0.027,0.027,0.047,0.026,0.026,0.046,0.026,0.025,0.033,0.018,0.018,0.032,0.018,0.018,0.031,0.017,0.017,0.001,0.049,0.049,0.049,0.049,0.049,0.049
18,2005,2,7060.228951,0.046,0.046,0.029,0.029,0.041,0.026,0.026,0.04,0.025,0.025,0.032,0.02,0.02,0.027,0.017,0.017,0.026,0.017,0.017,0.046,0.029,0.029,0.041,0.026,0.026,0.04,0.025,0.025,0.032,0.02,0.02,0.027,0.017,0.017,0.026,0.017,0.017,0.046,0.029,0.029,0.041,0.026,0.026,0.04,0.025,0.025,0.032,0.02,0.02,0.027,0.017,0.017,0.026,0.017,0.017,0.001,0.046,0.046,0.046,0.046,0.046,0.046
