Date,Nitrate_loading (kg/d),TP_loading (kg/d)
1/14/2007,2440.61493,1215.3829
1/15/2007,2517.70072,1164.98203
1/16/2007,1672.78631,715.17675
1/17/2007,1845.54788,738.95443
1/18/2007,2129.49451,812.09536
1/19/2007,1851.44009,839.80244
1/20/2007,1438.18242,772.77582
1/21/2007,1364.61006,832.06746
1/22/2007,1317.76966,916.99937
1/23/2007,1140.12101,912.09681
1/24/2007,1151.76616,906.50334
1/25/2007,1065.34686,824.60614
1/26/2007,1404.38953,1034.39902
1/27/2007,1393.64836,986.82398
1/28/2007,1455.62642,918.30892
1/29/2007,1809.5774,1028.97538
1/30/2007,1773.76363,917.72988
1/31/2007,1801.61289,909.87932
2/1/2007,1861.98947,917.69481
2/2/2007,1606.53238,909.78354
2/3/2007,1407.34472,921.30299
2/4/2007,1164.50038,796.37279
2/5/2007,1068.01497,769.55389
2/6/2007,921.20375,707.3935
2/7/2007,1194.40966,894.32166
2/8/2007,1359.02276,1000.01425
2/9/2007,1442.278,1063.61973
2/10/2007,1717.12103,1269.11378
2/11/2007,1256.21072,1033.44832
2/12/2007,1051.72862,953.72125
2/13/2007,1269.01328,1258.25893
2/14/2007,1494.11268,1049.87078
2/15/2007,1616.27316,753.1384
2/16/2007,1749.87603,1102.26907
2/17/2007,1625.96275,1317.67624
2/18/2007,1551.77023,1294.39127
2/19/2007,1819.83132,1566.04532
2/20/2007,1731.35379,1541.06085
2/21/2007,1529.80257,1320.4093
2/22/2007,1341.4047,1104.47665
2/23/2007,1383.93328,977.19269
2/24/2007,2949.16998,1819.81451
2/25/2007,3388.63362,1841.91388
2/26/2007,2542.04825,1231.15615
2/27/2007,2344.76055,1021.27349
2/28/2007,2887.83591,1219.96334
3/1/2007,4458.54788,1833.89328
3/2/2007,3490.43359,1409.84864
3/3/2007,3006.44719,1192.59437
3/4/2007,2654.51195,1095.82042
3/5/2007,2340.19399,1003.00733
3/6/2007,2203.1813,978.31741
3/7/2007,2538.10378,916.82524
3/8/2007,2963.09781,886.28372
3/9/2007,3029.12127,1015.63879
3/10/2007,2921.05205,1079.89658
3/11/2007,2901.67409,1066.99228
3/12/2007,3032.40231,1109.34567
3/13/2007,3138.41151,1142.48103
3/14/2007,3205.46342,1226.40896
3/15/2007,2614.937,1055.31386
3/16/2007,2304.56472,1091.33893
3/17/2007,2281.16075,1274.18415
3/18/2007,1959.08338,1171.16527
3/19/2007,2165.32235,1402.67429
3/20/2007,1425.86931,1017.50034
3/21/2007,1465.39997,1007.25819
3/22/2007,1809.72881,1202.71561
3/23/2007,2527.44255,1561.4856
3/24/2007,2305.16327,1335.9469
3/25/2007,2383.31836,1286.82641
3/26/2007,2503.03423,1267.5622
3/27/2007,2509.87825,1198.91506
3/28/2007,2640.08121,1314.19972
3/29/2007,3509.25677,1816.19429
3/30/2007,2920.3404,1640.33853
3/31/2007,3877.71283,2367.20841
4/1/2007,3463.49162,2055.1939
4/2/2007,2959.14009,1699.47728
4/3/2007,2979.65217,1647.37091
4/4/2007,2425.85085,1261.57392
4/5/2007,2609.1563,1280.49363
4/6/2007,2541.86307,1270.30174
4/7/2007,2633.67471,1338.30067
4/8/2007,2436.42895,1259.31178
4/9/2007,2685.18543,1409.86334
4/10/2007,3593.56353,1914.47489
4/11/2007,3579.57171,1784.77946
4/12/2007,2474.74964,1137.14746
4/13/2007,2829.9757,1327.12913
4/14/2007,3699.91636,1765.72191
4/15/2007,3332.38205,1478.92196
4/16/2007,3350.90277,1387.51036
4/17/2007,3456.79364,1339.34809
4/18/2007,3382.45311,1423.85169
4/19/2007,2927.74966,1337.08252
4/20/2007,3110.63796,1487.69641
4/21/2007,3005.81238,1502.90619
4/22/2007,2962.53,1495.03506
4/23/2007,3133.37313,1595.93138
4/24/2007,3560.0759,1830.07918
4/25/2007,3503.74521,1810.54381
4/26/2007,2430.51713,1265.25777
4/27/2007,2609.27327,1390.7197
4/28/2007,2955.20251,1602.52228
4/29/2007,3081.25288,1483.39316
4/30/2007,3407.66348,1475.02816
5/1/2007,3796.81128,1492.86388
5/2/2007,3426.98543,1480.36445
5/3/2007,3021.23793,1447.91403
5/4/2007,3535.24073,1559.28912
5/5/2007,3100.82186,1258.83469
5/6/2007,3158.33185,1278.22192
5/7/2007,3511.81147,1417.20501
5/8/2007,3277.78046,1319.23053
5/9/2007,2654.49851,1145.72493
5/10/2007,2374.08802,1117.79978
5/11/2007,2855.25035,1217.39637
5/12/2007,2903.49911,1132.00718
5/13/2007,3163.42095,1178.25681
5/14/2007,3487.64995,1247.51593
5/15/2007,5095.39731,1757.98074
5/16/2007,3439.89065,1283.61701
5/17/2007,3153.76362,1284.10571
5/18/2007,3063.04687,1369.57383
5/19/2007,2989.21465,1456.48457
5/20/2007,3170.85595,1551.48915
5/21/2007,3013.6899,1480.79094
5/22/2007,3039.51464,1499.76051
5/23/2007,2569.68489,1379.56618
5/24/2007,2259.69104,1345.77155
5/25/2007,2472.55743,1438.72835
5/26/2007,2657.50636,1514.42595
5/27/2007,3039.91241,1644.10274
5/28/2007,2803.26107,1443.57216
5/29/2007,3090.19144,1519.59909
5/30/2007,3193.23484,1713.15884
5/31/2007,2515.45605,1488.73929
6/1/2007,2453.29454,1604.77157
6/2/2007,2329.48075,1669.36581
6/3/2007,2165.45257,1545.48297
6/4/2007,2336.22271,1660.50341
6/5/2007,2280.59558,1614.24873
6/6/2007,2381.50458,1713.92576
6/7/2007,2612.57642,1909.19046
6/8/2007,2057.20591,1814.74486
6/9/2007,1664.24692,1825.54918
6/10/2007,1268.83746,1702.17737
6/11/2007,957.05049,1686.76254
6/12/2007,579.45232,1540.10087
6/13/2007,820.18815,1434.59733
6/14/2007,1161.81198,1470.41829
6/15/2007,1202.03423,1542.21389
6/16/2007,939.89368,1224.16223
6/17/2007,910.41957,1207.12384
6/18/2007,1081.48195,1462.71864
6/19/2007,911.09898,1260.0305
6/20/2007,1033.60317,1293.18388
6/21/2007,1366.53301,1574.24603
6/22/2007,1452.57879,1514.59364
6/23/2007,2496.92313,2315.86463
6/24/2007,1844.1045,1725.8517
6/25/2007,1353.2949,1278.5139
6/26/2007,1270.4665,1212.18822
6/27/2007,1533.72113,1297.76403
6/28/2007,2172.7625,1653.18886
6/29/2007,1863.38268,1316.1439
6/30/2007,1964.3189,1307.42005
7/1/2007,2508.82991,1546.42894
7/2/2007,2500.4388,1443.1145
7/3/2007,2658.76599,1449.28813
7/4/2007,2986.79751,1632.53528
7/5/2007,2857.89521,1566.82852
7/6/2007,2351.03389,1381.04211
7/7/2007,2219.08002,1400.49571
7/8/2007,1985.33042,1377.84268
7/9/2007,1783.55195,1364.62769
7/10/2007,1846.08124,1562.06874
7/11/2007,2029.65564,1389.49531
7/12/2007,2557.33215,1459.81043
7/13/2007,2331.65145,1410.02586
7/14/2007,2168.07798,1392.61941
7/15/2007,1910.67888,1242.03466
7/16/2007,2081.97762,1371.42717
7/17/2007,2475.61726,1654.97065
7/18/2007,1723.62133,1497.11981
7/19/2007,1428.01072,1635.12678
7/20/2007,1380.14595,1489.15607
7/21/2007,1489.99961,1523.1975
7/22/2007,1540.34019,1476.86636
7/23/2007,1765.06529,1594.16536
7/24/2007,1842.70163,1573.76679
7/25/2007,1897.04232,1539.48461
7/26/2007,1914.9492,1477.52426
7/27/2007,1988.01246,1542.07477
7/28/2007,1922.69514,1499.34942
7/29/2007,1820.19789,1487.39358
7/30/2007,1908.79012,1631.36105
7/31/2007,1790.46865,1597.64895
8/1/2007,2090.27539,1602.85691
8/2/2007,2342.37499,1567.80477
8/3/2007,2316.92575,1491.82024
8/4/2007,2472.52677,1529.398
8/5/2007,2254.86517,1418.21029
8/6/2007,2226.45226,1423.38305
8/7/2007,2467.09781,1602.64228
8/8/2007,2219.1686,1465.91422
8/9/2007,2093.30523,1407.26402
8/10/2007,2506.47538,1913.99982
8/11/2007,1731.78513,1546.60496
8/12/2007,1347.40477,1513.55833
8/13/2007,974.52152,1479.56359
8/14/2007,614.63725,1446.20529
8/15/2007,701.57502,1669.0696
8/16/2007,626.16749,1506.49135
8/17/2007,634.51636,1517.36646
8/18/2007,633.22402,1505.25466
8/19/2007,633.34263,1531.95543
8/20/2007,691.45164,1700.82711
8/21/2007,614.09647,1535.24116
8/22/2007,588.58886,1441.06016
8/23/2007,600.9408,1439.14626
8/24/2007,658.45811,1412.24259
8/25/2007,671.53949,1297.12373
8/26/2007,701.63209,1244.22036
8/27/2007,775.18194,1267.73381
8/28/2007,801.30751,1213.27917
8/29/2007,1055.52997,1506.35735
8/30/2007,1209.8511,1639.51785
8/31/2007,1128.45813,1690.78366
9/1/2007,1028.38567,1707.45082
9/2/2007,943.0168,1683.06899
9/3/2007,842.23831,1623.89673
9/4/2007,856.50765,1794.26503
9/5/2007,1707.14051,1590.27156
9/6/2007,2910.57449,1658.07317
9/7/2007,2641.24154,1522.87347
9/8/2007,1969.1094,1154.21277
9/9/2007,1529.40726,1220.67397
9/10/2007,1115.1836,1276.69009
9/11/2007,739.73649,1342.22311
9/12/2007,839.21716,1420.51201
9/13/2007,956.73777,1533.84813
9/14/2007,1146.56374,1591.85008
9/15/2007,1133.31678,1357.80764
9/16/2007,1190.42362,1329.13316
9/17/2007,1255.92236,1310.33633
9/18/2007,1314.94241,1285.05736
9/19/2007,1045.47535,1200.18695
9/20/2007,942.82071,1315.80473
9/21/2007,1071.04012,1254.37131
9/22/2007,1206.05093,1224.46392
9/23/2007,1527.13546,1170.12962
9/24/2007,1659.43138,954.90086
9/25/2007,1964.13796,833.98737
9/26/2007,1137.70649,1029.33172
9/27/2007,523.64614,1304.58553
9/28/2007,748.7197,1289.94962
9/29/2007,1042.03787,1358.15287
9/30/2007,1237.17326,1339.50922
10/1/2007,1438.17981,1338.9134
10/2/2007,2474.40668,2029.56953
10/3/2007,1301.52616,1588.12485
10/4/2007,632.45873,1419.6196
10/5/2007,629.98654,1399.65592
10/6/2007,630.88636,1386.02333
10/7/2007,529.54225,1187.85484
10/8/2007,553.9706,1270.57476
10/9/2007,490.06796,1151.0493
10/10/2007,499.78197,1230.70758
10/11/2007,498.80223,1284.13183
10/12/2007,551.78868,1255.61293
10/13/2007,679.26229,1385.86737
10/14/2007,734.41685,1205.72714
10/15/2007,1469.37412,1929.54865
10/16/2007,1201.66504,1246.86874
10/17/2007,984.97625,1784.84095
10/18/2007,346.35048,1391.58675
10/19/2007,408.78684,1181.14483
10/20/2007,499.5492,1099.00824
10/21/2007,613.6708,1127.0869
10/22/2007,925.45704,1457.63521
10/23/2007,933.8354,1286.57001
10/24/2007,827.20681,1282.14581
10/25/2007,806.74658,1401.72218
10/26/2007,1192.09108,1852.92417
10/27/2007,1332.22205,1883.04463
10/28/2007,1178.56469,1537.55279
10/29/2007,1182.08142,1437.5834
10/30/2007,1337.23937,1528.27357
10/31/2007,1570.77876,1537.05038
11/1/2007,1754.0431,1499.42394
11/2/2007,1737.45371,1560.33464
11/3/2007,1780.34428,1676.29819
11/4/2007,1823.50686,1689.53224
11/5/2007,1866.44989,1701.08541
11/6/2007,1805.25446,1617.82367
11/7/2007,1819.21694,1665.55012
11/8/2007,1677.90569,1568.47706
11/9/2007,1625.19098,1753.91294
11/10/2007,1305.58246,1664.69461
11/11/2007,1043.55214,1497.20536
11/12/2007,1182.55966,1989.88405
11/13/2007,636.13361,1348.7643
11/14/2007,798.11282,1236.31112
11/15/2007,983.81292,1182.46745
11/16/2007,1122.7087,1326.1124
11/17/2007,1172.21277,1363.71288
11/18/2007,1305.01556,1484.6479
11/19/2007,1316.56257,1468.13215
11/20/2007,1602.03472,1754.60946
11/21/2007,2779.15339,2978.68235
11/22/2007,1245.31913,975.25865
11/23/2007,1242.09018,1292.58465
11/24/2007,1165.90628,1526.27731
11/25/2007,1158.29256,1545.58543
11/26/2007,1311.82122,1785.07318
11/27/2007,1094.83142,1520.00867
11/28/2007,1237.35589,1465.02938
11/29/2007,1497.42113,1558.54036
11/30/2007,1586.76741,1580.7645
12/1/2007,1832.55853,1755.03549
12/2/2007,2609.60714,2263.19065
12/3/2007,2290.00346,1803.74282
12/4/2007,2246.5462,1610.93801
12/5/2007,2332.29141,1603.76655
12/6/2007,2815.13371,1869.42473
12/7/2007,2968.32622,1900.16036
12/8/2007,2784.32047,1711.09996
12/9/2007,4226.82817,2557.8293
12/10/2007,2637.59495,1569.43225
12/11/2007,3749.03978,2189.85969
12/12/2007,2612.04646,1630.93633
12/13/2007,2354.9187,1573.95077
12/14/2007,2318.32893,1660.9622
12/15/2007,2428.26632,1853.9159
12/16/2007,2413.51004,1838.52443
12/17/2007,2576.93754,1958.70741
12/18/2007,2769.17126,2100.28931
12/19/2007,1751.91595,1734.51082
12/20/2007,1347.87321,2095.63326
12/21/2007,1509.50921,1920.06594
12/22/2007,1752.22213,1872.07452
12/23/2007,1795.56987,1713.88223
12/24/2007,1913.85547,1656.50551
12/25/2007,2017.366,1602.00822
12/26/2007,2386.95841,1764.27361
12/27/2007,2066.54238,1720.05624
12/28/2007,2037.07928,1642.31338
12/29/2007,1646.73158,1277.83328
12/30/2007,1572.30411,1391.03597
12/31/2007,1482.5369,1502.84562
1/1/2008,1248.79414,1460.07049
1/2/2008,1161.36757,1401.85278
1/3/2008,1173.4771,1290.82481
1/4/2008,1189.26779,1299.63403
1/5/2008,1131.1656,1227.20797
1/6/2008,1020.50081,1033.7561
1/7/2008,1715.75192,1601.39625
1/8/2008,2213.68998,1869.84339
1/9/2008,2710.40693,1667.34894
1/10/2008,3699.26164,1949.85712
1/11/2008,2950.5401,1721.40006
1/12/2008,2805.92229,1807.86261
1/13/2008,2502.73821,1736.08366
1/14/2008,2422.66543,1810.68274
1/15/2008,2187.32346,1763.11527
1/16/2008,1915.796,1679.51449
1/17/2008,1704.79725,1641.65661
1/18/2008,1636.14202,1538.30356
1/19/2008,1852.05197,1701.39416
1/20/2008,1782.25582,1606.95197
1/21/2008,1860.92497,1647.82304
1/22/2008,1812.40131,1577.02452
1/23/2008,2315.73971,1749.255
1/24/2008,2733.12659,1842.97985
1/25/2008,2885.99356,1851.12984
1/26/2008,2869.15605,1754.17414
1/27/2008,2783.74963,1638.37592
1/28/2008,3075.82732,1745.65444
1/29/2008,3798.99962,2082.41461
1/30/2008,2788.45792,1704.39221
1/31/2008,2414.58055,1688.95531
2/1/2008,1919.27328,1488.90396
2/2/2008,1622.7871,1408.03625
2/3/2008,1847.49661,1389.69089
2/4/2008,3934.76941,2388.45239
2/5/2008,4693.4163,1966.16088
2/6/2008,4475.82714,1819.32407
2/7/2008,3402.41736,1348.45806
2/8/2008,3208.89206,1561.5526
2/9/2008,2790.18029,1601.18301
2/10/2008,2614.94911,1538.16956
2/11/2008,2603.10835,1567.34775
2/12/2008,2626.96855,1617.00564
2/13/2008,2329.69273,1440.10624
2/14/2008,2286.66776,1418.83602
2/15/2008,2300.79945,1480.44357
2/16/2008,3330.77317,2216.66039
2/17/2008,4556.20351,2783.19734
2/18/2008,3333.3518,1860.93582
2/19/2008,2989.82281,1517.78437
2/20/2008,3399.40417,1533.05017
2/21/2008,3985.22665,1648.56498
2/22/2008,3977.05622,1688.63733
2/23/2008,3853.3354,1676.52023
2/24/2008,4031.14746,1746.73959
2/25/2008,4576.62428,1975.30265
2/26/2008,4389.33053,1887.26915
2/27/2008,4065.10827,1831.6047
2/28/2008,3885.38268,1829.88991
2/29/2008,3908.92111,1849.73303
3/1/2008,4280.14795,2036.62629
3/2/2008,3968.02424,1900.45752
3/3/2008,4649.32687,2244.2106
3/4/2008,3661.51353,1784.29086
3/5/2008,4808.43976,2161.85901
3/6/2008,5445.27065,2312.87415
3/7/2008,5304.7585,2184.51469
3/8/2008,4945.54656,1976.3512
3/9/2008,5147.56405,2160.55052
3/10/2008,5494.21675,2410.31692
3/11/2008,5460.3555,2493.45714
3/12/2008,4047.36037,2222.98202
3/13/2008,2841.89656,2061.15575
3/14/2008,2673.95306,1745.04373
3/15/2008,2614.82798,1512.6135
3/16/2008,2602.48376,1487.90549
3/17/2008,3905.95411,2206.22351
3/18/2008,5557.93202,3100.23376
3/19/2008,4643.56245,2715.68342
3/20/2008,2621.48349,1637.86703
3/21/2008,2561.10696,1784.55849
3/22/2008,2440.18355,1848.6239
3/23/2008,2517.78521,1747.05756
3/24/2008,2785.29938,1779.20705
3/25/2008,2794.41616,1650.50311
3/26/2008,1980.49623,1424.93791
3/27/2008,2228.96297,2089.92865
3/28/2008,1648.11149,1744.85067
3/29/2008,1543.9579,1834.9245
3/30/2008,1460.72317,1621.59671
3/31/2008,1919.66302,1969.11022
4/1/2008,1636.01597,1529.02325
4/2/2008,3186.20155,1826.96303
4/3/2008,4674.95107,2142.68591
4/4/2008,4040.36493,1794.45468
4/5/2008,3417.71041,1463.06097
4/6/2008,3277.9985,1686.02792
4/7/2008,3063.70493,1879.63524
4/8/2008,3040.9107,2215.9828
4/9/2008,2945.38967,1739.36183
4/10/2008,6001.50258,2776.06449
4/11/2008,3817.87368,1803.54762
4/12/2008,3463.47981,1674.33416
4/13/2008,3086.32048,1779.17298
4/14/2008,2587.48294,1765.67232
4/15/2008,2587.7517,2080.69225
4/16/2008,2266.52181,1794.32976
4/17/2008,2055.70475,1600.51299
4/18/2008,2456.79014,1833.31002
4/19/2008,2658.90227,1916.32596
4/20/2008,2860.81301,1903.32434
4/21/2008,3066.23055,1899.7711
4/22/2008,3072.79143,1785.89587
4/23/2008,3283.08609,1795.64709
4/24/2008,3358.77915,1731.8705
4/25/2008,4499.02641,2323.65311
4/26/2008,3389.34104,1753.59118
4/27/2008,3340.68489,1814.76341
4/28/2008,3130.56435,1786.66305
4/29/2008,2897.27711,1738.36626
4/30/2008,2660.68141,1535.65756
5/1/2008,3258.1251,1815.79304
5/2/2008,3932.90926,2107.48159
5/3/2008,2929.0314,1504.2273
5/4/2008,2760.17561,1488.4434
5/5/2008,2936.52575,1662.10539
5/6/2008,2547.69828,1513.04352
5/7/2008,2861.34599,1638.96745
5/8/2008,3104.70243,1689.10597
5/9/2008,1982.83364,1474.21581
5/10/2008,2207.82539,2217.45154
5/11/2008,2273.38029,2464.60701
5/12/2008,1271.09768,1524.51634
5/13/2008,1041.57903,1438.01215
5/14/2008,1457.65426,1439.18563
5/15/2008,3193.73528,2550.55248
5/16/2008,2646.10607,1730.6162
5/17/2008,2340.64316,1224.72095
5/18/2008,2287.58534,1282.76668
5/19/2008,2739.06817,1629.72462
5/20/2008,2364.45794,1481.03409
5/21/2008,2543.13307,1558.90755
5/22/2008,2535.07772,1523.54425
5/23/2008,3636.51468,1933.54011
5/24/2008,3738.17641,1809.61147
5/25/2008,4858.16188,2119.04602
5/26/2008,4785.62131,1912.76767
5/27/2008,5842.03839,2167.20779
5/28/2008,4727.09887,1988.08976
5/29/2008,4116.64852,1996.69778
5/30/2008,5714.61165,2434.90631
5/31/2008,4323.11992,1576.69897
6/1/2008,3910.6677,1213.11186
6/2/2008,5529.69816,1401.00068
6/3/2008,14856.74626,2882.50492
6/4/2008,9396.93396,2308.71058
6/5/2008,4245.47359,1558.88483
6/6/2008,3948.3931,1283.35885
6/7/2008,7920.70242,2327.73529
6/8/2008,5619.65161,1675.18045
6/9/2008,7492.68611,2258.55541
6/10/2008,5447.24663,1656.77667
6/11/2008,5372.77437,1793.99495
6/12/2008,5047.38999,1812.79499
6/13/2008,4949.4584,1932.58051
6/14/2008,4424.69761,1861.13468
6/15/2008,4408.01834,1845.23974
6/16/2008,4505.81895,1877.42456
6/17/2008,4337.03509,1798.96311
6/18/2008,3895.69792,1879.50338
6/19/2008,3509.90786,1978.5581
6/20/2008,3543.58665,1972.98598
6/21/2008,3731.82752,2054.45557
6/22/2008,3762.32657,1999.90781
6/23/2008,3847.88819,1978.91393
6/24/2008,4116.04664,2051.76793
6/25/2008,3724.02958,2116.95269
6/26/2008,3092.34685,2044.93905
6/27/2008,3354.04739,2124.65032
6/28/2008,3296.12305,2007.8496
6/29/2008,3514.1778,2082.90671
6/30/2008,3819.32727,2208.04858
7/1/2008,3839.68521,2169.76294
7/2/2008,5102.14783,2752.12177
7/3/2008,4909.21495,2465.14227
7/4/2008,3039.55098,1962.38683
7/5/2008,2403.25763,1971.32418
7/6/2008,1997.4314,1795.26855
7/7/2008,2340.23358,2338.1506
7/8/2008,2482.11983,2809.2209
7/9/2008,1926.50114,2416.72688
7/10/2008,1246.06234,1770.72016
7/11/2008,2160.7408,2329.95544
7/12/2008,3517.219,2693.60918
7/13/2008,2232.65299,1809.92641
7/14/2008,1941.13856,1653.56248
7/15/2008,1693.80442,1507.19885
7/16/2008,1682.93272,1548.58095
7/17/2008,1562.61725,1484.48639
7/18/2008,1541.09341,1541.09341
7/19/2008,1662.11296,1742.53779
7/20/2008,1581.1279,1518.38473
7/21/2008,2365.48757,2069.80162
7/22/2008,2534.8241,2008.36063
7/23/2008,1674.27738,1569.22468
7/24/2008,1647.5997,1792.58848
7/25/2008,1483.49915,1746.00144
7/26/2008,1394.73053,1769.26278
7/27/2008,1995.2033,2391.12993
7/28/2008,1999.06518,2251.35241
7/29/2008,1627.33262,1711.50499
7/30/2008,2008.80352,1858.48489
7/31/2008,2287.56112,1927.72004
8/1/2008,2183.36089,1903.37986
8/2/2008,2297.21088,2069.55936
8/3/2008,2396.02523,2079.9768
8/4/2008,2169.28522,1811.81836
8/5/2008,3185.93355,2555.94669
8/6/2008,2081.35659,1838.42222
8/7/2008,1729.78095,1705.0698
8/8/2008,1813.59902,1817.10468
8/9/2008,1936.39166,1965.93754
8/10/2008,2142.14232,2054.42529
8/11/2008,2391.30709,2179.32867
8/12/2008,2623.01658,2282.99591
8/13/2008,2566.6594,2123.32732
8/14/2008,2536.16413,1992.70039
8/15/2008,2503.38097,1943.61876
8/16/2008,2503.47636,1920.65647
8/17/2008,2605.31297,2001.745
8/18/2008,2565.67216,1974.16702
8/19/2008,2525.353,1945.94301
8/20/2008,2350.20208,1843.83536
8/21/2008,2268.11168,1816.80374
8/22/2008,2731.44889,2288.79705
8/23/2008,1933.24826,1704.43385
8/24/2008,1742.70586,1749.65814
8/25/2008,1550.20413,1788.69707
8/26/2008,1335.49265,1791.78597
8/27/2008,1673.99915,1753.17479
8/28/2008,2147.26625,1817.85609
8/29/2008,2088.78318,1841.20828
8/30/2008,2378.35796,2161.1852
8/31/2008,2753.55266,2129.67798
9/1/2008,3168.98778,2099.60794
9/2/2008,3379.61405,1926.38001
9/3/2008,3857.5126,2372.57764
9/4/2008,5054.82832,3523.06216
9/5/2008,3152.98685,2252.13346
9/6/2008,2657.32829,1940.41252
9/7/2008,2662.9678,1974.15441
9/8/2008,2718.76777,2043.51826
9/9/2008,2462.92781,1874.76594
9/10/2008,2374.21672,1958.11688
9/11/2008,2696.99106,2408.54282
9/12/2008,3335.832,2767.2672
9/13/2008,2358.62765,1788.12926
9/14/2008,7162.12897,5107.26912
9/15/2008,4555.09893,3013.75871
9/16/2008,2967.04221,1786.81875
9/17/2008,3286.16742,1864.37764
9/18/2008,3950.47659,2153.10335
9/19/2008,3453.08053,1986.43175
9/20/2008,3049.61487,1848.69961
9/21/2008,3095.12383,1999.63021
9/22/2008,2844.44565,1953.73212
9/23/2008,2928.81714,2134.06274
9/24/2008,2937.15451,1902.85179
9/25/2008,3289.08218,1914.13799
9/26/2008,3192.01821,2042.03185
9/27/2008,3035.14779,2126.7039
9/28/2008,3044.73548,2230.27777
9/29/2008,3010.96357,2306.93485
9/30/2008,2764.63634,2216.92537
10/1/2008,2768.6432,2247.56069
10/2/2008,2811.22338,2307.90391
10/3/2008,2694.56159,2196.52579
10/4/2008,2828.87323,2289.68852
10/5/2008,2749.27136,2181.58226
10/6/2008,2685.96114,2088.82204
10/7/2008,4616.11444,3517.03957
10/8/2008,3290.01339,2423.0504
10/9/2008,2597.06759,1841.11365
10/10/2008,2736.12993,2029.8769
10/11/2008,2946.03621,2270.85232
10/12/2008,2979.60674,2129.94422
10/13/2008,3275.60537,2178.12113
10/14/2008,2603.04476,1614.43194
10/15/2008,2643.11521,1764.19979
10/16/2008,1463.77262,1132.13664
10/17/2008,1932.04601,1704.39221
10/18/2008,2228.16198,2126.46164
10/19/2008,2579.58733,2115.29216
10/20/2008,2987.77263,2149.58797
10/21/2008,3686.30797,2364.32166
10/22/2008,3938.40113,2155.31403
10/23/2008,8255.9565,3902.40567
10/24/2008,6066.61617,2555.50379
10/25/2008,4917.9547,1816.44413
10/26/2008,4546.23956,1837.62728
10/27/2008,4656.77958,2046.08224
10/28/2008,4434.13842,2105.59646
10/29/2008,4520.66911,2135.9403
10/30/2008,4652.69286,2188.08811
10/31/2008,4388.10178,2030.88571
11/1/2008,4354.07625,1981.2571
11/2/2008,4228.22423,1980.76878
11/3/2008,4204.8622,2028.76525
11/4/2008,4086.33495,2031.42513
11/5/2008,3109.81274,1965.30916
11/6/2008,2184.29513,1919.88046
11/7/2008,2457.08843,2001.30084
11/8/2008,2709.9947,2065.967
11/9/2008,2840.98654,1973.52098
11/10/2008,3155.0923,2012.36812
11/11/2008,3890.28857,2292.95154
11/12/2008,3435.74221,2020.33388
11/13/2008,3835.15029,2249.59345
11/14/2008,3841.06158,2221.5095
11/15/2008,3715.10207,2120.49205
11/16/2008,3802.64119,2149.73434
11/17/2008,3822.3238,2141.52
11/18/2008,4006.81863,2226.01035
11/19/2008,4179.39737,2338.82125
11/20/2008,4114.85423,2318.07152
11/21/2008,4205.27556,2302.24094
11/22/2008,4362.93486,2319.20714
11/23/2008,4339.5486,2300.2107
11/24/2008,4195.66819,2217.5916
11/25/2008,4117.769,2170.17555
11/26/2008,3510.48324,2039.73032
11/27/2008,3462.29119,2142.2203
11/28/2008,3161.65771,2123.32732
11/29/2008,2963.77162,2183.18979
11/30/2008,3034.08182,2554.27353
12/1/2008,2415.96601,2364.28759
12/2/2008,1918.79405,2232.55911
12/3/2008,2215.57208,2186.18784
12/4/2008,2400.56318,2059.19869
12/5/2008,2041.62303,2152.00559
12/6/2008,1710.47355,2319.94151
12/7/2008,1184.11478,2062.51849
12/8/2008,807.06031,2082.09663
12/9/2008,531.43787,3081.94455
12/10/2008,1512.00821,2087.35078
12/11/2008,2439.2425,1932.07326
12/12/2008,2598.68018,2080.16418
12/13/2008,2665.8977,2154.14056
12/14/2008,3025.43216,2360.26623
12/15/2008,2707.02997,2043.1107
12/16/2008,3316.44691,2426.03899
12/17/2008,3337.4654,2205.42529
12/18/2008,5671.39211,3417.3773
12/19/2008,8593.44473,4165.33267
12/20/2008,5614.19608,2039.5032
12/21/2008,5046.90621,2030.94817
12/22/2008,4444.47411,1967.9211
12/23/2008,7652.41451,3707.05201
12/24/2008,5264.43025,4048.28023
12/25/2008,2929.03165,1881.64403
12/26/2008,3382.98559,2162.89242
12/27/2008,6035.43878,3840.73377
12/28/2008,5049.03285,3115.91709
12/29/2008,3671.14614,2196.91771
12/30/2008,3325.77038,1929.72025
12/31/2008,3426.24273,2066.97922
1/1/2009,3616.80153,2283.30253
1/2/2009,3439.08915,2180.18796
1/3/2009,3449.41701,2195.08355
1/4/2009,3393.88126,2084.14454
1/5/2009,3358.5167,1993.34643
1/6/2009,3885.64766,2232.18057
1/7/2009,4027.99232,2093.94686
1/8/2009,4230.17296,2014.36808
1/9/2009,4054.36489,2024.33128
1/10/2009,3914.388,2051.20769
1/11/2009,3796.71475,2118.83025
1/12/2009,3231.61966,1921.77695
1/13/2009,3509.73373,2225.68481
1/14/2009,3165.68917,2008.87545
1/15/2009,3603.93744,2288.43176
1/16/2009,3441.6607,2100.32906
1/17/2009,3396.86038,1989.03611
1/18/2009,3428.71839,1972.92541
1/19/2009,3348.0778,1892.5763
1/20/2009,3556.15043,1974.13674
1/21/2009,3846.44595,2062.97274
1/22/2009,4224.6879,2199.52005
