Date,Nitrate_loading (kg/d),TP_loading (kg/d)
1/14/2011,1909.95455,1902.00587
1/15/2011,2022.78666,1950.22032
1/16/2011,2157.18143,1921.5614
1/17/2011,2620.68358,2161.93213
1/18/2011,2396.60677,1834.72289
1/19/2011,2234.77282,1759.88359
1/20/2011,2109.09975,1711.57309
1/21/2011,2362.60618,1851.20955
1/22/2011,2385.56542,1810.57173
1/23/2011,2777.3938,2023.42654
1/24/2011,2864.8923,2009.41995
1/25/2011,3004.8525,2034.41376
1/26/2011,2596.5425,2106.74016
1/27/2011,2127.44917,2127.44917
1/28/2011,2066.87265,2211.97844
1/29/2011,1914.49768,2195.83963
1/30/2011,1775.67351,2050.85099
1/31/2011,1762.42756,2051.1344
2/1/2011,1460.86543,1714.4879
2/2/2011,2108.43552,1929.36291
2/3/2011,2246.20551,1677.03127
2/4/2011,2005.51779,1684.71565
2/5/2011,1821.67178,1743.27594
2/6/2011,1594.42681,1710.77315
2/7/2011,1354.66726,1663.44669
2/8/2011,1071.80099,1549.23961
2/9/2011,902.70104,1639.42322
2/10/2011,711.79411,1723.95899
2/11/2011,843.76426,1804.75478
2/12/2011,1001.3461,1918.91518
2/13/2011,1386.52845,2215.24464
2/14/2011,1796.31461,2398.31464
2/15/2011,1687.90675,1882.09071
2/16/2011,2032.23294,2092.54569
2/17/2011,1900.98521,1743.67757
2/18/2011,1412.05438,1563.85773
2/19/2011,1273.3877,1658.69095
2/20/2011,1728.57242,2092.89351
2/21/2011,2226.92748,2486.49905
2/22/2011,1415.44997,1443.58314
2/23/2011,1648.38404,1696.75212
2/24/2011,1510.2885,1567.40731
2/25/2011,1685.34085,1537.16794
2/26/2011,1762.72046,1427.81312
2/27/2011,2416.11697,1772.13818
2/28/2011,3023.37138,2022.78052
3/1/2011,2603.7867,1598.94507
3/2/2011,2693.79996,1639.20593
3/3/2011,3056.58987,1847.03024
3/4/2011,3963.1085,2121.23758
3/5/2011,3876.48318,1795.30981
3/6/2011,3196.30557,1679.12586
3/7/2011,2969.83584,1753.53465
3/8/2011,3414.94706,2249.36633
3/9/2011,2955.26959,2009.783
3/10/2011,2319.9983,1641.98329
3/11/2011,2366.4536,1588.69645
3/12/2011,2456.82497,1578.74309
3/13/2011,2562.98528,1527.95173
3/14/2011,3052.67046,1702.78719
3/15/2011,3186.27423,1674.64646
3/16/2011,2526.8066,1545.26493
3/17/2011,2217.54617,1603.04543
3/18/2011,2304.66738,1686.82601
3/19/2011,2408.32024,1782.47386
3/20/2011,2589.46043,1902.01711
3/21/2011,2665.49494,1944.14872
3/22/2011,2679.05958,1941.34752
3/23/2011,2327.7546,1903.95145
3/24/2011,2028.25296,1902.27452
3/25/2011,2145.25771,1926.3289
3/26/2011,2342.93334,2024.45241
3/27/2011,2387.73745,1968.3438
3/28/2011,2647.97,2091.56521
3/29/2011,2765.07166,2100.50508
3/30/2011,2207.01516,1725.58293
3/31/2011,2002.57653,1624.94781
4/1/2011,2001.4992,1745.3617
4/2/2011,1974.4373,1839.26258
4/3/2011,2226.29728,2010.02369
4/4/2011,2494.68437,2182.0466
4/5/2011,2176.55775,1843.53252
4/6/2011,1902.1496,1741.32645
4/7/2011,1854.54807,1842.95714
4/8/2011,1705.01529,1650.01479
4/9/2011,1686.06401,1580.68501
4/10/2011,1848.83058,1935.61641
4/11/2011,1620.90651,1908.88006
4/12/2011,1278.68121,1709.00662
4/13/2011,1387.42847,1626.43926
4/14/2011,1662.74891,1737.20036
4/15/2011,2905.15833,2521.70765
4/16/2011,2587.18843,1892.70121
4/17/2011,2558.68354,1737.54104
4/18/2011,3020.78595,1922.23246
4/19/2011,5767.40147,3465.39144
4/20/2011,4780.95769,3349.45001
4/21/2011,2194.18262,1996.50851
4/22/2011,3695.75446,3140.49859
4/23/2011,2915.18967,2274.45527
4/24/2011,1801.67725,1442.02039
4/25/2011,2255.79017,1859.40235
4/26/2011,2250.86157,1920.12272
4/27/2011,1920.1867,1856.72165
4/28/2011,1333.51818,1486.66073
4/29/2011,1469.85048,1501.17058
4/30/2011,1591.73114,1532.80412
5/1/2011,1954.14251,1720.26393
5/2/2011,1984.64973,1627.92541
5/3/2011,2166.23873,1678.07225
5/4/2011,2078.19009,1580.78722
5/5/2011,2584.08742,1934.10224
5/6/2011,2225.95357,1699.3084
5/7/2011,2071.81546,1614.40166
5/8/2011,1908.27818,1480.67069
5/9/2011,1813.51422,1400.7834
5/10/2011,1596.61402,1227.29049
5/11/2011,1458.98786,1036.3105
5/12/2011,1421.66372,921.10836
5/13/2011,1618.19464,948.61882
5/14/2011,2753.52616,1431.8336
5/15/2011,2100.72842,1237.88686
5/16/2011,1764.54805,1171.70136
5/17/2011,1469.30311,1094.56341
5/18/2011,1547.67245,1062.60925
5/19/2011,1674.56318,1071.9649
5/20/2011,2285.28457,1540.83581
5/21/2011,1899.51571,1333.99363
5/22/2011,2222.07504,1457.70082
5/23/2011,2401.14083,1480.82589
5/24/2011,2533.54463,1476.90042
5/25/2011,4191.06211,2654.29164
5/26/2011,3251.233,2481.09967
5/27/2011,2021.76281,1559.62905
5/28/2011,2805.12887,2184.5162
5/29/2011,2417.98657,1922.7016
5/30/2011,1971.73326,1596.86209
5/31/2011,1931.06385,1589.53833
6/1/2011,1779.73966,1433.78763
6/2/2011,2235.26095,1765.09883
6/3/2011,1749.39089,1369.94291
6/4/2011,1683.16164,1307.93865
6/5/2011,2068.38096,1620.26147
6/6/2011,1908.29887,1505.92695
6/7/2011,1781.80763,1415.68277
6/8/2011,1895.97559,1466.07415
6/9/2011,2471.13836,1872.07452
6/10/2011,3143.83146,2081.0212
6/11/2011,2783.17425,1542.15749
6/12/2011,2049.9267,1286.8153
6/13/2011,2084.8297,1484.69269
6/14/2011,1889.94922,1530.59268
6/15/2011,2983.67682,2670.12828
6/16/2011,1183.09507,1267.97305
6/17/2011,1363.08011,1386.89549
6/18/2011,1945.91477,1897.36711
6/19/2011,1715.17306,1618.66655
6/20/2011,1689.35399,1550.87541
6/21/2011,1928.99951,1729.44784
6/22/2011,1839.80011,1518.00998
6/23/2011,2016.03744,1549.74307
6/24/2011,1738.32084,1412.38568
6/25/2011,1758.68256,1509.22404
6/26/2011,2380.51565,1884.86239
6/27/2011,3755.05101,2712.90846
6/28/2011,2557.83182,1662.59068
6/29/2011,2010.71894,1392.49789
6/30/2011,1893.49237,1389.48925
7/1/2011,1843.70211,1353.18793
7/2/2011,1839.35343,1350.21789
7/3/2011,1913.10306,1398.99416
7/4/2011,2047.57369,1491.90579
7/5/2011,1945.17457,1412.41975
7/6/2011,1714.52954,1196.43183
7/7/2011,1941.88505,1302.48387
7/8/2011,1950.23036,1321.79703
7/9/2011,1839.6926,1259.18635
7/10/2011,1950.02444,1343.44832
7/11/2011,2081.95127,1443.24056
7/12/2011,2148.52301,1498.15929
7/13/2011,2396.18724,1475.91243
7/14/2011,2350.92131,1293.52002
7/15/2011,1964.75877,1039.25445
7/16/2011,3155.61468,1608.97086
7/17/2011,2879.46751,1418.65053
7/18/2011,3591.67499,1713.55837
7/19/2011,2469.01475,1142.90739
7/20/2011,2691.54007,1438.25391
7/21/2011,2473.41718,1554.47399
7/22/2011,2325.56663,1487.45583
7/23/2011,2189.43875,1424.90403
7/24/2011,2650.36314,1701.70331
7/25/2011,2420.07318,1532.5674
7/26/2011,2322.33389,1450.14515
7/27/2011,2235.58744,1528.74729
7/28/2011,1971.4226,1486.47373
7/29/2011,1991.33764,1546.26428
7/30/2011,1938.5289,1547.22956
7/31/2011,1891.35285,1472.53963
8/1/2011,1925.01347,1462.39852
8/2/2011,2136.35291,1584.02753
8/3/2011,2150.92674,1595.01089
8/4/2011,2015.85196,1495.00983
8/5/2011,2095.45005,1546.54818
8/6/2011,2221.10143,1631.66313
8/7/2011,1982.51537,1460.26859
8/8/2011,2207.05226,1629.80323
8/9/2011,2144.97608,1587.83943
8/10/2011,2032.45287,1520.8831
8/11/2011,1869.68971,1415.62221
8/12/2011,2055.15966,1691.87386
8/13/2011,1733.46037,1556.38646
8/14/2011,1677.61043,1597.26511
8/15/2011,1494.45716,1515.98226
8/16/2011,1337.19608,1453.08641
8/17/2011,1403.75873,1493.17012
8/18/2011,1496.14545,1560.00532
8/19/2011,1471.28363,1497.77317
8/20/2011,1442.43805,1435.16249
8/21/2011,1633.59596,1590.1123
8/22/2011,1622.75984,1546.72393
8/23/2011,1785.54761,1667.92086
8/24/2011,1505.33453,1502.38867
8/25/2011,1403.75116,1501.68729
8/26/2011,1510.8442,1556.25208
8/27/2011,1561.26964,1553.22186
8/28/2011,1737.48426,1647.07858
8/29/2011,1835.62102,1662.82336
8/30/2011,2020.18625,1753.20129
8/31/2011,1732.42128,1512.23344
9/1/2011,1573.67065,1383.17367
9/2/2011,1680.25643,1663.80126
9/3/2011,1887.11471,2093.25224
9/4/2011,1619.45291,1782.59499
9/5/2011,1494.58586,1631.49909
9/6/2011,1531.78508,1657.02537
9/7/2011,2386.17105,1728.23651
9/8/2011,3647.96933,2059.66808
9/9/2011,4658.34977,2596.08717
9/10/2011,3164.62699,1739.81229
9/11/2011,2997.17559,1658.24932
9/12/2011,3111.26785,1732.60739
9/13/2011,2833.15226,1588.28233
9/14/2011,3093.0623,1928.42413
9/15/2011,2213.20052,1570.3622
9/16/2011,2055.68053,1697.27185
9/17/2011,1962.57988,1852.90141
9/18/2011,2375.41745,2150.54189
9/19/2011,2112.77662,1829.12525
9/20/2011,1872.4152,1545.35578
9/21/2011,2266.33443,1703.18466
9/22/2011,2396.46736,1648.69747
9/23/2011,2196.85361,1750.92247
9/24/2011,2065.0532,1906.75644
9/25/2011,2099.01817,1860.0571
9/26/2011,2751.30564,2316.48922
9/27/2011,2127.77896,1677.90569
9/28/2011,2628.64927,1528.6167
9/29/2011,3171.01524,1539.24613
9/30/2011,3590.82857,1919.20287
10/1/2011,3222.32572,1882.72666
10/2/2011,3514.76606,2031.05038
10/3/2011,3371.75175,1926.45193
10/4/2011,3418.77033,1930.71052
10/5/2011,2985.15161,1909.21507
10/6/2011,2621.18444,1922.80658
10/7/2011,2543.87312,1885.70367
10/8/2011,2519.99286,1888.94987
10/9/2011,2180.50026,1654.07528
10/10/2011,2067.27675,1588.35299
10/11/2011,1715.29797,1336.13533
10/12/2011,2326.96724,1839.60832
10/13/2011,1916.2105,1539.29155
10/14/2011,1554.34613,1270.43575
10/15/2011,1602.10665,1334.40245
10/16/2011,1693.22903,1355.81021
10/17/2011,2302.63083,1760.70523
10/18/2011,1685.70364,1220.32533
10/19/2011,2259.95034,1475.88593
10/20/2011,2018.0475,1216.11596
10/21/2011,1883.58368,1415.38373
10/22/2011,1694.84465,1577.22136
10/23/2011,1558.8273,1624.53898
10/24/2011,1413.29191,1670.93297
10/25/2011,1142.75471,1558.30188
10/26/2011,1353.00017,1698.24849
10/27/2011,1378.01037,1604.77157
10/28/2011,1509.77974,1664.25172
10/29/2011,1462.9368,1528.18516
10/30/2011,1637.16484,1650.1435
10/31/2011,1698.79359,1654.18632
11/1/2011,1771.43561,1668.33618
11/2/2011,1847.25358,1665.70532
11/3/2011,3547.61811,3075.68726
11/4/2011,2260.66502,2080.43484
11/5/2011,1880.63257,1846.69334
11/6/2011,1723.69704,1757.45609
11/7/2011,1858.67265,1978.05842
11/8/2011,1812.45431,2026.42461
11/9/2011,1772.31003,1581.1279
11/10/2011,1973.63707,1438.07726
11/11/2011,1929.0843,1659.63731
11/12/2011,1905.76164,1894.1056
11/13/2011,1812.52396,1746.15159
11/14/2011,1708.71742,1593.2715
11/15/2011,1832.98637,1651.5971
11/16/2011,1536.57363,1536.57363
11/17/2011,1484.48639,1670.04718
11/18/2011,1407.5967,1809.11936
11/19/2011,1258.06827,1831.41164
11/20/2011,1253.53871,1622.14661
11/21/2011,1236.02886,1386.02787
11/22/2011,2137.88459,2002.06928
11/23/2011,1229.17278,1350.95605
11/24/2011,1176.04036,1498.30692
11/25/2011,1139.2734,1602.41137
11/26/2011,1464.83945,2270.35264
11/27/2011,1165.38926,1597.77879
11/28/2011,1459.78905,1716.92116
11/29/2011,1339.58127,1290.01814
11/30/2011,950.60844,1314.32407
12/1/2011,826.78124,1548.35382
12/2/2011,949.4208,1623.32576
12/3/2011,1171.79343,1854.58971
12/4/2011,1272.36231,1814.28645
12/5/2011,1344.64963,1744.55541
12/6/2011,1357.25876,1615.32908
12/7/2011,1336.76297,1603.12902
12/8/2011,1272.80058,1539.2007
12/9/2011,1243.00251,1704.73668
12/10/2011,1102.55002,1721.48333
12/11/2011,992.63376,1638.95256
12/12/2011,871.12278,1532.6368
12/13/2011,842.64816,1594.75538
12/14/2011,1025.96724,1978.10385
12/15/2011,785.52633,1549.43266
12/16/2011,667.95498,1387.93572
12/17/2011,894.73874,1929.5484
12/18/2011,1011.63023,1669.66107
12/19/2011,1749.44722,2181.23652
12/20/2011,1794.5796,1646.26724
12/21/2011,1672.53231,1515.18606
12/22/2011,1865.02608,1674.02944
12/23/2011,2011.43666,1947.29061
12/24/2011,2158.55737,2226.15798
12/25/2011,1824.32233,1604.55454
12/26/2011,2587.37922,1919.85901
12/27/2011,2654.62475,1637.43209
12/28/2011,1888.27228,1571.67573
12/29/2011,1393.63655,1695.59113
12/30/2011,1500.42296,1875.5287
12/31/2011,1679.96496,2147.9552
1/1/2012,1535.93011,1805.57117
1/2/2012,1661.34074,1803.24693
1/3/2012,1795.41996,1805.98126
1/4/2012,1584.50638,1608.15573
1/5/2012,1698.26742,1739.43753
1/6/2012,1654.03944,1616.58205
1/7/2012,1544.08615,1439.09553
1/8/2012,1645.56997,1540.54705
1/9/2012,1760.8516,1655.58692
1/10/2012,1586.91201,1498.25771
1/11/2012,1673.65279,1588.31072
1/12/2012,1700.00492,1621.84377
1/13/2012,1548.89589,1519.75
1/14/2012,1677.76488,1691.97228
1/15/2012,1706.59607,1767.82811
1/16/2012,2066.79903,2197.87214
1/17/2012,1942.85411,2119.81951
1/18/2012,1339.57635,1990.70169
1/19/2012,858.20393,1950.16248
1/20/2012,1088.79339,2074.48291
1/21/2012,1261.81312,2082.03228
1/22/2012,1914.05895,2446.72247
1/23/2012,1820.37096,1808.24115
1/24/2012,1840.33764,1413.29797
1/25/2012,2134.01732,1703.29823
1/26/2012,2556.65077,2136.37941
1/27/2012,1965.16835,1946.50325
1/28/2012,1727.54605,1973.67492
1/29/2012,1691.49153,1967.02522
1/30/2012,1706.6839,2018.90047
1/31/2012,1673.21557,2012.23311
2/1/2012,1621.66964,1909.96647
2/2/2012,1671.68248,1929.65817
2/3/2012,2261.94298,2520.17456
2/4/2012,2271.75476,2441.862
2/5/2012,1906.736,1936.35078
2/6/2012,1961.18458,1877.72992
2/7/2012,1913.43391,1723.20948
2/8/2012,1883.5216,1631.68584
2/9/2012,2130.7013,1779.36225
2/10/2012,2022.30154,1706.92654
2/11/2012,1880.93843,1604.68829
2/12/2012,1899.42032,1629.35403
2/13/2012,1860.78642,1605.06431
2/14/2012,1878.70655,1629.59629
2/15/2012,2203.72186,1867.22541
2/16/2012,1894.45764,1560.14159
2/17/2012,1787.28966,1431.18403
2/18/2012,1674.49428,1305.3305
2/19/2012,1779.80969,1404.56124
2/20/2012,2017.77722,1610.54054
2/21/2012,1930.09349,1556.871
2/22/2012,1806.81026,1503.14467
2/23/2012,1866.11628,1601.04294
2/24/2012,1848.57772,1562.68349
2/25/2012,1813.91699,1511.59749
2/26/2012,1973.84602,1641.39415
2/27/2012,1777.17429,1474.85883
2/28/2012,2163.08927,1791.64969
2/29/2012,1908.82138,1518.48883
3/1/2012,1971.8125,1505.57112
3/2/2012,2255.28065,1703.6692
3/3/2012,1981.85746,1481.03409
3/4/2012,2132.55312,1609.53993
3/5/2012,2228.76689,1698.73302
3/6/2012,2227.09298,1713.98822
3/7/2012,2129.04707,1626.50551
3/8/2012,1998.01511,1514.28513
3/9/2012,2045.98458,1541.64608
3/10/2012,1845.75077,1382.28032
3/11/2012,1904.464,1488.64529
3/12/2012,1787.25559,1458.42258
3/13/2012,1778.46133,1515.37533
3/14/2012,1646.76123,1344.77637
3/15/2012,1739.54731,1362.64539
3/16/2012,1942.15154,1380.25891
3/17/2012,2418.53479,1572.94006
3/18/2012,2362.93166,1446.69285
3/19/2012,2570.82638,1490.18721
3/20/2012,2627.61964,1449.05495
3/21/2012,2585.52967,1452.82143
3/22/2012,2560.91314,1467.71702
3/23/2012,3095.55234,1617.66847
3/24/2012,2887.18899,1384.13517
3/25/2012,3394.87531,1548.95192
3/26/2012,3490.71507,1522.17393
3/27/2012,3667.7746,1534.16611
3/28/2012,3236.38928,1639.34751
3/29/2012,2736.39718,1733.41495
3/30/2012,2194.43625,1457.03459
3/31/2012,2462.45084,1712.56869
4/1/2012,2284.4003,1593.02671
4/2/2012,2448.98993,1712.55608
4/3/2012,2400.30955,1683.33397
4/4/2012,2300.38609,1610.75252
4/5/2012,2415.56097,1688.92881
4/6/2012,2602.50269,1748.93891
4/7/2012,2359.03269,1525.69814
4/8/2012,2664.82568,1697.98225
4/9/2012,2625.97071,1649.74351
4/10/2012,2691.50222,1668.36268
4/11/2012,2470.6614,1611.49446
4/12/2012,2729.83328,1878.70655
4/13/2012,2352.28709,1658.90294
4/14/2012,2331.30002,1687.25187
4/15/2012,2132.83021,1528.28232
4/16/2012,1966.56971,1393.65547
4/17/2012,1877.63907,1314.34735
4/18/2012,2034.3929,1418.60132
4/19/2012,2044.89362,1421.02777
4/20/2012,1831.79775,1375.9019
4/21/2012,1891.15298,1539.93886
4/22/2012,1707.71201,1490.99729
4/23/2012,1702.28374,1600.51677
4/24/2012,1410.47783,1435.22306
4/25/2012,1293.57302,1473.12258
4/26/2012,1205.37296,1543.86811
4/27/2012,1067.2968,1537.1263
4/28/2012,1010.62255,1652.72893
4/29/2012,899.62426,1515.52044
4/30/2012,823.02566,1438.75232
5/1/2012,1118.35585,2050.08342
5/2/2012,738.13527,1825.98147
5/3/2012,333.52793,1303.8769
5/4/2012,355.66304,1391.46751
5/5/2012,385.9383,1511.01454
5/6/2012,358.62217,1268.04926
5/7/2012,352.22604,1117.00888
5/8/2012,457.95133,1291.6576
5/9/2012,599.48251,1077.72137
5/10/2012,695.37073,926.07784
5/11/2012,977.87134,1221.53288
5/12/2012,1588.18421,1912.37778
5/13/2012,1811.38591,1752.08459
5/14/2012,2120.95493,1706.15242
5/15/2012,2527.3517,1732.76764
5/16/2012,2439.00401,1744.22797
5/17/2012,2285.65327,1709.43816
5/18/2012,2035.11909,1833.44062
5/19/2012,1491.81025,1654.53457
5/20/2012,1450.77633,1922.49618
5/21/2012,993.20316,1651.78637
5/22/2012,709.76627,1608.68569
5/23/2012,1047.69209,1610.83202
5/24/2012,1416.36415,1662.68835
5/25/2012,1325.12062,1610.69196
5/26/2012,1234.93323,1558.7372
5/27/2012,1160.67787,1517.67686
5/28/2012,1079.55578,1467.44068
5/29/2012,1055.41395,1497.42492
5/30/2012,1396.58349,1678.81987
5/31/2012,1447.91933,1524.57388
6/1/2012,1593.5819,1666.10089
6/2/2012,1866.76586,1938.40247
6/3/2012,1555.64604,1540.15841
6/4/2012,1517.51636,1431.92975
6/5/2012,1932.14897,1736.8786
6/6/2012,1472.50935,1556.38646
6/7/2012,1093.58981,1409.70561
6/8/2012,1182.62871,1515.73873
6/9/2012,1262.24496,1609.27243
6/10/2012,1315.21042,1558.0369
6/11/2012,1770.51499,1950.5019
6/12/2012,1532.38696,1570.93758
6/13/2012,1455.21002,1513.59808
6/14/2012,1360.36279,1434.5644
6/15/2012,1611.43314,1787.71476
6/16/2012,1780.68563,2077.09232
6/17/2012,1439.45439,1617.91956
6/18/2012,1476.64529,1594.36296
6/19/2012,1363.25106,1408.99774
6/20/2012,1074.1716,1403.77198
6/21/2012,857.14212,1487.1551
6/22/2012,1063.73428,1588.07413
6/23/2012,1234.82883,1635.47503
6/24/2012,1365.97459,1541.46438
6/25/2012,1577.97307,1543.56023
6/26/2012,1747.64809,1501.74786
6/27/2012,1737.15493,1593.93205
6/28/2012,1683.08414,1654.55729
6/29/2012,1610.90091,1730.84087
6/30/2012,1467.38315,1731.39732
7/1/2012,1305.19423,1729.8125
7/2/2012,1262.75978,1890.57255
7/3/2012,1059.07444,1804.01663
7/4/2012,1014.11134,1676.84199
7/5/2012,981.44325,1570.3092
7/6/2012,961.36362,1666.18985
7/7/2012,909.04622,1713.40527
7/8/2012,861.08569,1725.23846
7/9/2012,733.11884,1569.96094
7/10/2012,733.1355,1688.89853
7/11/2012,965.47942,1591.6892
7/12/2012,1318.42045,1718.49286
7/13/2012,1275.90272,1807.60898
7/14/2012,1188.63085,1846.12932
7/15/2012,1022.59785,1762.66481
7/16/2012,888.11094,1721.21709
7/17/2012,753.85494,1670.21753
7/18/2012,1137.43621,1789.06805
7/19/2012,1403.93286,1737.36692
7/20/2012,1399.27151,1698.61378
7/21/2012,1436.08311,1709.19211
7/22/2012,1417.48236,1663.58549
7/23/2012,1422.84477,1646.14232
7/24/2012,1375.23188,1567.93953
7/25/2012,1074.89972,1446.41273
7/26/2012,893.12585,1496.14545
7/27/2012,892.43024,1445.98877
7/28/2012,988.15887,1553.6534
7/29/2012,1033.01659,1531.23115
7/30/2012,1097.79146,1539.47577
7/31/2012,1156.44654,1539.03036
8/1/2012,1078.36867,1424.26051
8/2/2012,1005.34433,1317.61037
8/3/2012,1087.09102,1436.39654
8/4/2012,1330.91382,1772.57123
8/5/2012,1388.99412,1775.50871
8/6/2012,1172.39902,1436.93154
8/7/2012,1032.23588,1211.75517
8/8/2012,999.49587,1130.17201
8/9/2012,1018.72954,1110.06391
8/10/2012,1090.26748,1276.97021
8/11/2012,1103.62367,1385.76289
8/12/2012,1114.83921,1392.03153
8/13/2012,1272.02142,1579.06107
8/14/2012,1025.91078,1265.82596
8/15/2012,959.83424,1209.90599
8/16/2012,1713.93744,2207.93502
8/17/2012,1113.13766,1408.39964
8/18/2012,982.0915,1219.14807
8/19/2012,1000.34191,1354.94587
8/20/2012,971.36996,1430.05345
8/21/2012,814.10542,1298.35778
8/22/2012,759.25861,1085.13509
8/23/2012,790.3179,991.48973
8/24/2012,744.85588,1195.80345
8/25/2012,717.09899,1437.16119
8/26/2012,848.82974,1762.90581
8/27/2012,674.06039,1456.70148
8/28/2012,550.59924,1244.21127
8/29/2012,677.10196,1148.59181
8/30/2012,845.81201,1112.91054
8/31/2012,1543.82647,1862.30816
9/1/2012,1956.8465,2147.75835
9/2/2012,1159.53468,1298.43727
9/3/2012,1011.27834,1154.74689
9/4/2012,1015.65579,1182.0132
9/5/2012,1025.20732,1331.56339
9/6/2012,757.25045,1106.44885
9/7/2012,1163.4494,1831.56955
9/8/2012,831.73922,1406.64213
9/9/2012,766.94708,1389.84681
9/10/2012,757.15483,1466.90802
9/11/2012,693.58099,1433.68402
9/12/2012,747.93266,1457.60457
9/13/2012,751.41903,1391.51672
9/14/2012,833.79841,1579.59103
9/15/2012,787.8486,1529.18451
9/16/2012,740.61448,1475.26513
9/17/2012,813.81439,1666.76145
9/18/2012,666.77915,1407.0369
9/19/2012,586.35111,1281.16444
9/20/2012,532.83658,1209.0751
9/21/2012,902.50337,1821.10018
9/22/2012,756.58793,1374.45209
9/23/2012,726.00015,1199.30874
9/24/2012,845.55657,1280.69505
9/25/2012,1414.5093,1978.013
9/26/2012,947.4692,1442.1655
9/27/2012,783.30354,1308.04085
9/28/2012,827.9691,1357.79845
9/29/2012,862.03401,1389.58724
9/30/2012,867.40096,1375.6234
10/1/2012,940.95678,1469.32095
10/2/2012,996.14578,1532.71143
10/3/2012,1119.69399,1606.77892
10/4/2012,1139.80209,1535.56671
10/5/2012,1597.80036,2094.44789
10/6/2012,1273.78744,1624.37567
10/7/2012,1156.95454,1435.0857
10/8/2012,1083.99606,1307.63203
10/9/2012,930.39321,1091.28828
10/10/2012,952.59653,1240.44966
10/11/2012,814.03728,1196.70438
10/12/2012,942.59737,1259.21123
10/13/2012,1601.80684,1954.65594
10/14/2012,1553.28697,1739.11902
10/15/2012,1409.22032,1453.23404
10/16/2012,1383.77934,1318.68867
10/17/2012,1751.49407,1719.41542
10/18/2012,1412.36675,1431.45279
10/19/2012,1274.91852,1336.62827
10/20/2012,1243.7222,1348.64424
10/21/2012,1218.78013,1366.78717
10/22/2012,1822.64766,2113.70264
10/23/2012,1623.74026,1947.13379
10/24/2012,1586.39152,1592.51658
10/25/2012,2094.49764,1816.65611
10/26/2012,1902.30026,1635.31075
10/27/2012,1908.86416,1627.52037
10/28/2012,2094.03733,1771.87774
10/29/2012,2105.2906,1768.87818
10/30/2012,2116.1199,1766.34801
10/31/2012,1901.9414,1815.21766
11/1/2012,1610.06358,1792.89131
11/2/2012,1459.0666,1738.20728
11/3/2012,1573.13917,2014.30499
11/4/2012,1327.83703,1837.20206
11/5/2012,1118.48418,1682.67531
11/6/2012,1157.04842,1906.64162
11/7/2012,1172.5421,1889.60853
11/8/2012,1119.0429,1764.64458
11/9/2012,1137.56037,1740.10377
11/10/2012,1175.31832,1743.50685
11/11/2012,1983.7479,2852.93103
11/12/2012,1476.76869,2058.32804
11/13/2012,1215.08254,1640.80489
11/14/2012,1256.21859,1557.36688
11/15/2012,1388.81015,1585.93159
11/16/2012,1517.26501,1760.84554
11/17/2012,1615.55999,1902.10039
11/18/2012,1708.48727,2037.62791
11/19/2012,1795.73339,2166.73689
11/20/2012,1768.04388,2155.93106
11/21/2012,1560.8911,2183.5759
11/22/2012,1446.19318,2063.52036
11/23/2012,1319.02611,1922.84696
11/24/2012,1240.61513,1851.21522
11/25/2012,1225.50378,1875.85404
11/26/2012,1136.59964,1789.09202
11/27/2012,985.37251,1599.60659
11/28/2012,864.34803,1582.87718
11/29/2012,721.35227,1532.22798
11/30/2012,790.62528,1557.36094
12/1/2012,860.92852,1579.23628
12/2/2012,928.16133,1591.3431
12/3/2012,982.06542,1578.90857
12/4/2012,1145.94581,1732.68166
12/5/2012,1149.1918,1551.44164
12/6/2012,1207.75777,1470.31381
12/7/2012,1294.01515,1632.50565
12/8/2012,1177.75916,1542.30366
12/9/2012,1296.04792,1764.85061
12/10/2012,1018.2768,1444.68334
12/11/2012,959.69228,1421.62911
12/12/2012,1137.55356,1405.53787
12/13/2012,1294.15597,1369.78846
12/14/2012,1283.11393,1326.31249
12/15/2012,1715.24498,1732.09114
12/16/2012,1489.4907,1469.90931
12/17/2012,1599.85054,1543.40143
12/18/2012,1490.5809,1406.16084
12/19/2012,1967.18294,1847.45583
12/20/2012,2119.4397,1981.48801
12/21/2012,1657.08405,1504.06453
12/22/2012,1703.3386,1504.16835
12/23/2012,1861.81416,1602.60848
12/24/2012,1956.45257,1644.34425
12/25/2012,1953.38386,1605.48539
12/26/2012,1988.40016,1600.35779
12/27/2012,1800.37885,1664.6719
12/28/2012,1830.17003,1706.39361
12/29/2012,1749.49537,1644.93369
12/30/2012,1688.98559,1601.52802
12/31/2012,1715.41154,1640.49719
1/1/2013,1607.11664,1550.1692
1/2/2013,1672.20487,1626.94218
1/3/2013,1722.10603,1640.80489
1/4/2013,1734.28559,1622.6917
1/5/2013,1727.79361,1588.22933
1/6/2013,1740.6577,1572.60803
1/7/2013,1856.35875,1649.02518
1/8/2013,1901.99818,1661.87881
1/9/2013,1598.50293,1636.97622
1/10/2013,1817.42834,2245.05853
1/11/2013,1362.11544,1681.70354
1/12/2013,1997.21638,2464.4463
1/13/2013,1440.66269,1776.67732
1/14/2013,1373.30889,1692.62012
1/15/2013,1283.45462,1580.91862
1/16/2013,1604.95327,1534.84315
1/17/2013,1889.60096,1468.73529
1/18/2013,1866.40019,1445.34416
1/19/2013,1963.08334,1514.63123
1/20/2013,1903.5502,1463.33135
1/21/2013,1864.60212,1428.18057
1/22/2013,1907.84664,1456.0201
